WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_CONFIDENCE
2025/10/10,1090.3664,459855.2188,6560991.5,-1050.269653,HORDALAND GP.,Skade Fm.,14.18456936,1.172966003,1.172709107,1.171492934,,75.29109192,,,,,,17.5,12.4208622,,-3.315430641,,,,12.15981293,,65000
2025/10/10,1090.5184,459855.2188,6560991.5,-1050.421631,HORDALAND GP.,Skade Fm.,14.09458637,1.178051353,1.176151395,1.173736811,,73.6809845,,,,,,17.5,12.83259964,,-3.405413389,,,,12.74034309,,65000
2025/10/10,1090.6704,459855.2188,6560991.5,-1050.573608,HORDALAND GP.,Skade Fm.,14.2025938,1.18086195,1.17858994,1.171476841,,73.53351593,,,,,,17.5,12.89401722,,-3.297405005,,,,13.32112789,,65000
2025/10/10,1090.8224,459855.1875,6560991.5,-1050.725586,HORDALAND GP.,Skade Fm.,14.39914799,1.181246042,1.177838445,1.170583844,,72.4492569,,,,,,17.5,12.86788368,,-3.100852489,,,,13.90146732,,65000
2025/10/10,1090.9744,459855.1875,6560991.5,-1050.877441,HORDALAND GP.,Skade Fm.,14.91825485,1.181099176,1.179619789,1.176137686,,71.62223816,,,,,,17.5,12.94253731,,-2.581745148,,,,14.35377598,,65000
2025/10/10,1091.1264,459855.1875,6560991.5,-1051.029419,HORDALAND GP.,Skade Fm.,15.33404732,1.18040669,1.185390234,1.182848454,,70.98778534,,,,,,17.5,12.3806715,,-2.165951729,,,,14.40054035,,65000
2025/10/10,1091.2784,459855.1875,6560991.5,-1051.181396,HORDALAND GP.,Skade Fm.,15.65970612,1.18645215,1.189887404,1.184721589,,69.25695038,,,,,,17.5,12.33635235,,-1.840294003,,,,14.1847086,,65000
2025/10/10,1091.4304,459855.1875,6560991.5,-1051.333374,HORDALAND GP.,Skade Fm.,15.53692722,1.189727426,1.184104443,1.171400428,,67.53414154,,,,,,17.5,12.35403061,,-1.963073254,,,,13.96887684,,65000
2025/10/10,1091.5824,459855.1875,6560991.5,-1051.485352,HORDALAND GP.,Skade Fm.,15.51710796,1.15037775,1.144000292,1.133062124,,64.71948242,,,,,,17.5,12.21373653,,-1.982892632,,,,13.75304413,,65000
2025/10/10,1091.7344,459855.1875,6560991.5,-1051.637329,HORDALAND GP.,Skade Fm.,15.41119385,1.094143987,1.112449884,1.12481451,,60.13597107,,,,,,17.5,11.919734,,-2.088806629,,,,13.53721237,,65000
2025/10/10,1091.8864,459855.1875,6560991.5,-1051.789307,HORDALAND GP.,Skade Fm.,14.95223141,1.132266283,1.165997148,1.185211301,,56.29652405,,,,,,17.5,11.79217911,,-2.547768831,,,,13.32133865,,65000
2025/10/10,1092.0384,459855.1875,6560991.5,-1051.941284,HORDALAND GP.,Skade Fm.,14.32332516,1.13106072,1.142868519,1.157557368,,53.88322067,,,,,,17.5,12.15201759,,-3.176674604,,,,13.52196312,,65000
2025/10/10,1092.1904,459855.1875,6560991.5,-1052.093262,HORDALAND GP.,Skade Fm.,13.80741787,0.882719696,0.917438328,0.942285955,,51.62376022,,,,,,17.5,12.98613358,,-3.69258213,,,,14.76707554,,65000
2025/10/10,1092.3424,459855.1875,6560991.5,-1052.245239,HORDALAND GP.,Skade Fm.,13.71989632,0.700271368,0.788033187,0.838987529,,48.2573967,,,,,,17.5,14.3221817,,-3.780103683,,,,16.05029488,,65000
2025/10/10,1092.4944,459855.1875,6560991.5,-1052.397095,HORDALAND GP.,Skade Fm.,13.80307102,0.714906335,0.84538573,0.918070436,,44.87843323,,,,,,17.5,16.40894699,,-3.696928501,,,,17.33281899,,65000
2025/10/10,1092.6464,459855.1875,6560991.5,-1052.549072,HORDALAND GP.,Skade Fm.,13.92891312,0.721883655,0.867956042,0.941029668,,42.6699028,,,,,,17.5,20.16660118,,-3.571086884,,,,18.61604691,,65000
