"WELL","DEPTH_MD","X_LOC","Y_LOC","Z_LOC","GROUP","FORMATION","CALI","RSHA","RMED","RDEP","RHOB","GR","SGR","NPHI","PEF","DTC","SP","BS","ROP","DTS","DCAL","DRHO","MUDWEIGHT","RMIC","ROPA","RXO","FORCE_2020_LITHOFACIES_LITHOLOGY","FORCE_2020_LITHOFACIES_CONFIDENCE"
"16/1-2","2645.5800015","455221.34375","6533321.5","-2620.580078","VIKING GP.","Smith Bank Fm.","8.0232553482","1.6831547022","1.6892911196","1.619032383",,"73.558113098",,,,"88.159820557","100.04428864","8.5","56.90599823",,,"-0.003","1.1742987633",,,,"65000","2.0"
"16/1-2","2645.7320015","455221.34375","6533321.5","-2620.731934","VIKING GP.","Smith Bank Fm.","8.024438858","1.7438124418","1.7462711334","1.6793353558",,"73.467597961",,,,"88.724502563","100.29316711","8.5","56.792545319",,,"-0.003","1.1742987633",,,,"65000","2.0"
"16/1-2","2645.8840015","455221.34375","6533321.5","-2620.884033","VIKING GP.","Smith Bank Fm.","8.0255479813","1.7652783394","1.756988287","1.659662962",,"72.116477966",,,,"88.76322937","100.5083313","8.5","55.627075195",,,"-0.003","1.1742987633",,,,"65000","2.0"
"16/1-2","2646.0360015","455221.34375","6533321.5","-2621.035889","VIKING GP.","Smith Bank Fm.","8.0267448425","1.6725517511","1.6542937756","1.6018816233",,"69.835365295",,,,"88.972877502","100.17088318","8.5","55.470149994",,,"-0.003","1.1742987633",,,,"65000","2.0"
"16/1-2","2646.1880015","455221.34375","6533321.5","-2621.187988","VIKING GP.","Smith Bank Fm.","8.0279417038","1.4781025648","1.4586917162","1.5256073475",,"67.834320068",,,,"89.675544739","99.813011169","8.5","56.290168762",,,"-0.003","1.1742987633",,,,"65000","2.0"
"16/1-2","2646.3400015","455221.34375","6533321.5","-2621.340088","VIKING GP.","Smith Bank Fm.","8.0291395187","1.2777693272","1.2685557604","1.4414387941",,"65.418190002",,,,"90.959625244","99.855888367","8.5","60.34274292",,,"-0.003","1.1742987633",,,,"65000","2.0"
"16/1-2","2646.4920015","455221.34375","6533321.5","-2621.491943","VIKING GP.","Smith Bank Fm.","8.0303354263","1.1779999733","1.1784888506","1.3556708097",,"61.415039063",,,,"92.106239319","99.80103302","8.5","66.350486755",,,"-0.003","1.1742987633",,,,"65000","2.0"
"16/1-2","2646.6440015","455221.34375","6533321.5","-2621.644043","VIKING GP.","Smith Bank Fm.","8.0315322876","1.1777226925","1.1765578985","1.2664960623",,"56.579051971",,,,"92.66860199","99.746246338","8.5","66.860168457",,,"-0.003","1.1742987633",,,,"65000","2.0"
"16/1-2","2646.7960015","455221.34375","6533321.5","-2621.795898","VIKING GP.","Smith Bank Fm.","8.0327301025","1.1614465714","1.1573348045","1.1775985956",,"52.211872101",,,,"93.203132629","99.621421814","8.5","65.999084473",,,"-0.003","1.1742987633",,,,"65000","2.0"
"16/1-2","2646.9480015","455221.34375","6533321.5","-2621.947998","VIKING GP.","Smith Bank Fm.","8.0339269638","1.1206516027","1.1180150509","1.1130461693",,"49.568481445",,,,"93.916572571","99.404556274","8.5","52.947608948",,,"-0.003","1.1742987633",,,,"65000","2.0"
