DEPTH_MD,GROUP,FORMATION,CALI,RMED,RDEP,RHOB,GR,NPHI,FORCE_2020_LITHOFACIES_LITHOLOGY
443.6970842,NORDLAND GP.,,22.46870041,0.193431154,46.68351364,1.669983387,16.5413456,,30000
443.8490842,NORDLAND GP.,,22.46870041,0.193837628,42.62709808,,19.3946209,0.553290486,30000
444.0010842,NORDLAND GP.,,22.46870041,0.194336295,38.61740875,,21.1412735,0.546148419,30000
444.1530842,NORDLAND GP.,,22.46898651,0.19459714,35.98291779,2.665441275,20.65709877,0.551656246,30000
444.3050842,NORDLAND GP.,,22.47330475,0.19146812,34.10645294,2.698811054,19.4830513,0.566644728,30000
444.4570842,NORDLAND GP.,,22.47954941,0.185221255,34.32181549,2.711497307,20.35544968,0.580309331,30000
444.6090842,NORDLAND GP.,,22.46870041,0.180771038,34.92184067,2.712899923,20.93068123,0.589833617,30000
444.7610842,NORDLAND GP.,,22.46894455,0.174157172,34.73412705,2.712899923,23.58655548,0.601298749,30000
444.9130842,NORDLAND GP.,,22.47322655,0.171843141,27.9105835,2.712899923,22.43820381,0.607429385,30000
445.0650842,NORDLAND GP.,,22.47989464,0.170954213,25.43464661,2.712899923,21.60413551,0.604193449,30000
445.2170842,NORDLAND GP.,,22.4731884,0.172101811,26.30012322,2.712899923,20.2933445,0.596810222,30000
445.3690842,NORDLAND GP.,,22.47973061,0.176158354,28.04512215,2.712899923,17.95744515,0.590910912,30000
445.5210842,NORDLAND GP.,,22.46870041,0.18301177,27.45563507,2.712899923,18.28938484,0.578325272,30000
445.6730842,NORDLAND GP.,,22.46870041,0.181134328,28.43049431,2.712899923,17.27928925,0.55372721,30000
445.8250842,NORDLAND GP.,,22.46886826,0.179519072,27.77884483,2.712899923,19.60829735,0.54382354,30000
445.9770842,NORDLAND GP.,,22.47289467,0.175073057,32.00664902,2.712899923,19.15568924,0.554242313,30000
446.1290842,NORDLAND GP.,,22.47538948,0.169296145,29.72624779,2.712899923,17.51961899,0.567914605,30000
446.2810842,NORDLAND GP.,,22.47788429,0.166483328,26.87860489,2.708957434,15.94712448,0.570813179,30000
446.4330842,NORDLAND GP.,,22.47994423,0.165834233,23.78324127,2.592268944,16.05084419,0.565317094,30000
446.5850842,NORDLAND GP.,,22.46870041,0.160712168,22.83968163,2.541146994,17.66812706,0.56285423,30000
446.7370842,NORDLAND GP.,,22.46880531,0.164574608,22.18396759,,18.06620216,0.568517327,30000
446.8890842,NORDLAND GP.,,22.47296906,0.163765922,23.28906632,,17.61898994,0.581186414,30000
447.0410842,NORDLAND GP.,,22.48015022,0.170940146,24.99536133,,18.07144737,0.602487445,30000
447.1930842,NORDLAND GP.,,22.47293091,0.172924399,26.33228493,,20.07430649,0.621490598,30000
447.3450842,NORDLAND GP.,,22.48012734,0.174365833,28.37462235,,22.47475243,0.626318753,30000
447.4970842,NORDLAND GP.,,22.46870041,0.178735688,31.43173218,,20.78231239,0.60756129,30000
447.6490842,NORDLAND GP.,,22.46870041,0.181642458,30.95432472,3.103269577,18.33550072,0.588316023,30000
447.8010842,NORDLAND GP.,,22.46870041,0.186013997,29.45415497,2.843020916,15.8770895,0.579583883,30000
447.9530842,NORDLAND GP.,,22.46870041,0.187961802,27.38062859,2.76082325,15.06269455,0.562947214,30000
448.1050842,NORDLAND GP.,,22.46870041,0.179184794,28.67489433,2.766218424,14.25351429,0.527852714,30000
448.2570842,NORDLAND GP.,,22.46870041,0.171904191,30.10857582,2.774995089,15.93653202,0.505213022,30000
448.4090842,NORDLAND GP.,,22.47278595,0.166517437,29.95360565,2.764633656,16.37358666,0.522145093,30000
448.5610842,NORDLAND GP.,,22.48025703,0.166500002,30.27927017,2.704754353,16.80992508,0.554409325,30000
448.7130842,NORDLAND GP.,,22.46879959,0.167987183,28.18991661,2.631627083,15.9914732,0.581766009,30000
448.8650842,NORDLAND GP.,,22.46870041,0.175218254,25.52991867,2.565442324,12.73984242,0.588229418,30000
449.0170842,NORDLAND GP.,,22.46870041,0.183485016,23.28116989,2.547541142,14.70625973,0.580114961,30000
449.1690842,NORDLAND GP.,,22.46870041,0.19028908,21.06749153,2.544545889,15.54131889,0.584328234,30000
449.3210842,NORDLAND GP.,,22.46870041,0.197659656,19.52904129,2.547737598,19.54780579,0.593229294,30000
449.4730842,NORDLAND GP.,,22.46870041,0.19819136,19.88215447,2.543984413,18.40202713,0.596237302,30000
449.6250842,NORDLAND GP.,,22.47270012,0.19917573,19.92114067,2.538631201,17.94812203,0.595226705,30000
449.7770842,NORDLAND GP.,,22.48009872,0.198226929,19.46572685,2.529450655,17.13170242,0.594421506,30000
449.9290842,NORDLAND GP.,,22.46904373,0.200140834,22.07621765,2.524056912,17.92813492,0.590518355,30000
450.0810842,NORDLAND GP.,,22.46870041,0.200683877,27.67549896,2.526319504,19.94909477,0.583238602,30000
450.2330842,NORDLAND GP.,,22.46870041,0.204464644,35.26502609,2.528716803,20.06087303,0.583579183,30000
450.3850842,NORDLAND GP.,,22.46870041,0.21490027,29.72530937,2.525430679,18.48318672,0.588028133,30000
450.5370842,NORDLAND GP.,,22.46870041,0.21251604,52.50973892,2.5138762,16.50192452,0.587048054,30000
450.6890842,NORDLAND GP.,,22.46870041,0.179180607,52.90037155,2.489083767,18.41132927,0.578288257,30000
450.8410842,NORDLAND GP.,,22.46870041,0.151637361,52.30818939,2.455254793,20.06624031,0.565298319,30000
450.9930842,NORDLAND GP.,,22.46870041,0.143926278,51.71600342,2.416666508,17.79034996,0.552323759,30000
451.1450842,NORDLAND GP.,,22.46870041,0.139802545,51.12382126,2.389262199,17.22683907,0.544864595,30000
451.2970842,NORDLAND GP.,,22.46870041,0.139221236,50.53163528,2.35475874,17.18832779,0.556241572,30000
451.4490842,NORDLAND GP.,,22.47257042,0.149303496,49.9394455,2.264234781,18.33835411,0.576634824,30000
451.6010842,NORDLAND GP.,,22.47086906,0.261667371,49.34726334,2.053355694,19.00948525,0.591735601,30000
451.7530842,NORDLAND GP.,,22.46882629,0.512442589,48.75507736,1.74567914,19.64838409,0.587435842,30000
451.9050842,NORDLAND GP.,,22.46870041,0.930152893,48.1628952,1.500106573,20.85785484,0.580077827,30000
452.0570842,NORDLAND GP.,,22.46870041,1.241509557,47.57070923,1.440819502,20.17892838,0.576705754,30000
452.2090842,NORDLAND GP.,,22.46870041,1.37444067,5.44840622,1.442261815,18.19034767,0.571845174,30000
452.3610842,NORDLAND GP.,,22.46870041,1.435446024,1.994489312,1.464976907,19.62823105,0.565928996,30000
452.5130842,NORDLAND GP.,,22.46870041,1.536159754,2.021203518,1.479754686,20.54568291,0.567536891,30000
452.6650842,NORDLAND GP.,,22.46870041,1.64037478,2.310300827,1.487908721,22.54231262,0.586164117,30000
452.8170842,NORDLAND GP.,,22.46870041,1.792281628,2.68813467,1.485001922,21.48052025,0.610621691,30000
452.9690842,NORDLAND GP.,,22.46870041,1.895204186,2.58074069,1.490574479,21.33195114,0.610764206,30000
453.1210842,NORDLAND GP.,,22.46870041,1.940001011,2.427179098,1.500892997,22.05745125,0.579115868,30000
453.2730842,NORDLAND GP.,,22.46870041,1.906798244,2.342721939,1.510927677,24.43538475,0.544527113,30000
453.4250842,NORDLAND GP.,,22.46870041,1.855336428,2.289756775,1.517533779,23.60391426,0.531488597,30000
453.5770842,NORDLAND GP.,,22.47241974,1.804500699,2.249717951,1.520277858,20.52241516,0.533494651,30000
453.7290842,NORDLAND GP.,,22.47094536,1.761797905,2.21777916,1.524571657,17.94256401,0.53732878,30000
453.8810842,NORDLAND GP.,,22.46890068,1.711970449,2.244751453,1.52860868,18.40795517,0.536797881,30000
454.0330842,NORDLAND GP.,,22.46870041,1.665712953,2.299001455,1.527740717,18.88494682,0.546054781,30000
454.1850842,NORDLAND GP.,,22.46870041,1.634822488,2.385236502,1.526344419,19.32906532,0.567278981,30000
454.3370842,NORDLAND GP.,,22.47236633,1.609083056,2.375271082,1.528525353,18.99766731,0.58999157,30000
454.4890842,NORDLAND GP.,,22.47948837,1.609075189,2.346872091,1.528800011,20.73656464,0.600336433,30000
454.6410842,NORDLAND GP.,,22.46998787,1.575526238,2.319428206,1.519464731,20.14741898,0.598721683,30000
454.7930842,NORDLAND GP.,,22.46870041,1.533183932,2.302572012,1.4984442,20.0191555,0.596981764,30000
454.9450842,NORDLAND GP.,,22.46870041,1.513629556,2.305925846,1.481317878,20.77510643,0.607228458,30000
455.0970842,NORDLAND GP.,,22.46870041,1.515136242,2.301489592,1.476316214,22.00387573,0.619966328,30000
455.2490842,NORDLAND GP.,,22.46870041,1.523330331,2.276730537,1.481434226,22.58172226,0.624662459,30000
455.4010842,NORDLAND GP.,,22.46870041,1.519319296,2.281984568,1.477557302,24.50204086,0.615026355,30000
455.5530842,NORDLAND GP.,,22.46870041,1.496417046,2.312195063,1.460219264,28.02700424,0.607311964,30000
455.7050842,NORDLAND GP.,,22.46870041,1.493199945,2.338515282,1.441344023,28.82650757,0.618676662,30000
455.8570842,NORDLAND GP.,,22.47225761,1.482957244,2.343449116,1.436469555,27.04397965,0.644631207,30000
456.0090842,NORDLAND GP.,,22.47929192,1.494120956,2.328556061,1.440686464,23.19593811,0.643453896,30000
456.1610842,NORDLAND GP.,,22.47029305,1.517150283,2.300922394,1.443470478,21.2117691,0.603877723,30000
456.3130842,NORDLAND GP.,,22.46870041,1.527208567,2.298534155,1.441305757,20.95747948,0.558137178,30000
456.4650842,NORDLAND GP.,,22.46870041,1.493996859,2.344079971,1.436097503,22.31990624,0.532747567,30000
456.6170842,NORDLAND GP.,,22.46870041,1.454016566,2.386652947,1.431538224,26.02013016,0.538918912,30000
456.7690842,NORDLAND GP.,,22.46870041,1.45408082,2.339331627,1.428343058,28.68686485,0.565386951,30000
456.9210842,NORDLAND GP.,,22.46870041,1.528083801,2.208941698,1.425690889,28.42292595,0.587882221,30000
457.0730842,NORDLAND GP.,,22.47217178,1.589023829,2.073327065,1.42301321,29.79471779,0.602957726,30000
457.2250842,NORDLAND GP.,,22.47913361,1.575409889,1.979328156,1.419053912,26.97547722,0.614978612,30000
457.3770842,NORDLAND GP.,,22.47053719,1.469373822,1.919003248,1.416800857,27.05068207,0.628835857,30000
457.5290842,NORDLAND GP.,,22.46870041,1.364939213,1.867569566,1.415660858,24.73298836,0.63311404,30000
457.6810842,NORDLAND GP.,,22.47212982,1.331450582,1.819328904,1.417424083,27.3112545,0.616099596,30000
457.8330842,NORDLAND GP.,,22.48247337,1.312672854,1.796072841,1.420635343,26.90295029,0.586515486,30000
457.9850842,NORDLAND GP.,,22.48099327,1.316915035,1.797821164,1.424441814,27.69020462,0.55262202,30000
458.1370842,NORDLAND GP.,,22.47068977,1.341020465,1.834429383,1.425017119,25.87091255,0.53892839,30000
458.2890842,NORDLAND GP.,,22.46870041,1.402193904,1.915968776,1.42301774,26.76947212,0.556544244,30000
458.4410842,NORDLAND GP.,,22.46870041,1.477574706,2.034509659,1.422435403,28.35895729,0.581428945,30000
458.5930842,NORDLAND GP.,,22.47206497,1.564167857,2.165682554,1.425436974,32.01353836,0.597062707,30000
458.7450842,NORDLAND GP.,,22.47893715,1.613644719,2.341269732,1.431009054,34.5397377,0.591727376,30000
458.8970842,NORDLAND GP.,,22.47084045,1.6553514,2.535900116,1.431773782,35.01399612,0.574097574,30000
459.0490842,NORDLAND GP.,,22.47203255,1.678137779,2.718369961,1.433244348,36.42835236,0.570256174,30000
459.2010842,NORDLAND GP.,,22.47887802,1.68800056,2.83107543,1.432060599,37.9400177,0.580165446,30000
459.3530842,NORDLAND GP.,,22.47093391,1.699675083,2.859048367,1.433234334,34.86241531,0.589041114,30000
459.5050842,NORDLAND GP.,,22.46870041,1.704515219,2.829903126,1.431023836,33.35808563,0.59309566,30000
459.6570842,NORDLAND GP.,,22.46870041,1.713686109,2.781536579,1.429597497,31.55760384,0.589687824,30000
459.8090842,NORDLAND GP.,,22.46870041,1.718919158,2.743347883,1.429240108,34.68026352,0.574224055,30000
459.9610842,NORDLAND GP.,,22.46870041,1.715794087,2.728567839,1.431591272,32.535923,0.553143084,30000
460.1130842,NORDLAND GP.,,22.47195625,1.710986614,2.712617636,1.435616136,33.46630478,0.536703587,30000
460.2650842,NORDLAND GP.,,22.48198509,1.70920825,2.685800076,1.436895967,32.02568054,0.534154296,30000
460.4170842,NORDLAND GP.,,22.48116493,1.706711412,2.653500319,1.437552452,33.23284531,0.536825299,30000
460.5690842,NORDLAND GP.,,22.47117615,1.719158411,2.631160498,1.435811997,33.66295624,0.53018415,30000
460.7210842,NORDLAND GP.,,22.47191429,1.720347881,2.605517387,1.434515953,34.93028259,0.52851361,30000
460.8730842,NORDLAND GP.,,22.48186302,1.726576209,2.579752922,1.433127999,34.25571442,0.542899251,30000
461.0250842,NORDLAND GP.,,22.4812088,1.728500009,2.545309305,1.431320429,30.17250824,0.560683429,30000
461.1770842,NORDLAND GP.,,22.47129822,1.723998785,2.502254486,1.431443214,31.61602783,0.57422328,30000
461.3290842,NORDLAND GP.,,22.47187042,1.702281833,2.446877956,1.431599975,34.25312805,0.589219987,30000
461.4810842,NORDLAND GP.,,22.47858048,1.671481609,2.373403788,1.431985378,39.77425766,0.610681593,30000
461.6330842,NORDLAND GP.,,22.47138786,1.628068805,2.305947304,1.432637811,38.63316345,0.62760067,30000
461.7850842,NORDLAND GP.,,22.46870041,1.581291199,2.265580654,1.431345224,38.05910111,0.63362664,30000
461.9370842,NORDLAND GP.,,22.46870041,1.530853391,2.274204254,1.430899978,35.31147003,0.624175906,30000
462.0890842,NORDLAND GP.,,22.46870041,1.488110542,2.344612837,1.429607511,34.81766892,0.602295756,30000
462.2410842,NORDLAND GP.,,22.46256256,1.464483023,2.440664768,1.432609558,35.31633759,0.570032775,30000
462.3930842,NORDLAND GP.,,22.44006348,1.474722982,2.522332668,1.459446311,36.99473572,0.546726048,30000
462.5450842,NORDLAND GP.,,21.86250496,1.551501513,2.5968256,1.55326891,39.9922142,0.535805821,30000
462.6970842,NORDLAND GP.,,19.65612412,1.715049148,2.684037209,1.709326267,43.24954987,0.529375792,30000
462.8490842,NORDLAND GP.,,17.84203911,1.933942318,2.790244103,1.864910245,47.70536804,0.518932939,30000
463.0010842,NORDLAND GP.,,17.49543953,2.06777668,2.911474705,1.900717259,47.42507172,0.494529992,30000
463.1530842,NORDLAND GP.,,17.02893639,2.108242035,3.011510372,1.892035484,45.58467484,0.456780344,30000
463.3050842,NORDLAND GP.,,16.50218773,2.10028863,3.05538249,1.911330819,42.97648239,0.433040708,30000
463.4570842,NORDLAND GP.,,16.07320786,2.088481188,3.0308249,1.962119222,45.11928558,0.424643189,30000
463.6090842,NORDLAND GP.,,15.66537094,2.088762522,2.952121019,2.002381802,48.22060394,0.430639744,30000
