DEPTH_MD,GROUP,FORMATION,CALI,RMED,RDEP,RHOB,GR,BS,FORCE_2020_LITHOFACIES_LITHOLOGY
1423.764434,VIKING GP.,Draupne Fm.,20.21202278,1.423467994,1.503431082,1.887100577,128.6910095,12.25000095,65000
1423.916434,VIKING GP.,Draupne Fm.,19.4521389,1.426690459,1.502069354,1.898936272,132.6085053,12.25000095,65000
1424.068434,VIKING GP.,Draupne Fm.,19.01668358,1.422093749,1.423146367,1.887202263,136.1116028,12.25000095,65000
1424.220434,VIKING GP.,Draupne Fm.,19.47908402,1.429373741,1.313255668,1.867057443,136.8488617,12.25000095,65000
1424.372434,VIKING GP.,Draupne Fm.,19.17171478,1.402669311,1.169625998,1.840984106,135.3228912,12.25000095,65000
1424.524434,VIKING GP.,Draupne Fm.,19.55821419,1.394825339,1.081154466,1.837989569,136.4410706,12.25000095,65000
1424.676434,VIKING GP.,Draupne Fm.,20.49830246,1.296191692,1.070641041,1.797056913,133.056839,12.25000095,65000
1424.828434,VIKING GP.,Draupne Fm.,21.13911247,1.242012143,1.082333684,1.763441682,133.1118927,12.25000095,65000
1424.980434,VIKING GP.,Draupne Fm.,21.1718998,1.124917507,1.122670174,1.753388166,126.8084641,12.25000095,65000
1425.132434,VIKING GP.,Draupne Fm.,21.52523422,1.157773614,1.12688446,1.763076067,120.2541351,12.25000095,65000
1425.284434,VIKING GP.,Draupne Fm.,20.18102837,1.226279974,1.103124738,1.77742362,114.6464081,12.25000095,65000
1425.436434,VIKING GP.,Draupne Fm.,20.54757118,1.245116592,1.099726081,1.793853521,107.2267075,12.25000095,65000
1425.588434,VIKING GP.,Draupne Fm.,20.02319336,1.257035494,1.103245139,1.847895145,109.1450577,12.25000095,65000
1425.740434,VIKING GP.,Draupne Fm.,20.52298927,1.240564466,1.128095627,1.888866186,111.1758118,12.25000095,65000
1425.892434,VIKING GP.,Draupne Fm.,20.33016396,1.247385263,1.070886731,1.883421779,113.3454361,12.25000095,65000
1426.044434,VIKING GP.,Draupne Fm.,19.71908379,1.288759232,1.084463716,1.87557447,110.5472794,12.25000095,65000
1426.196434,VIKING GP.,Draupne Fm.,20.61034393,1.292000055,1.150951624,1.881283402,105.9811173,12.25000095,65000
1426.348434,VIKING GP.,Draupne Fm.,21.26314735,1.247053504,1.274100304,1.784722924,105.3947449,12.25000095,65000
1426.500434,VIKING GP.,Draupne Fm.,21.4990921,1.15527904,1.344283938,1.736895204,108.3608246,12.25000095,65000
1426.652434,VIKING GP.,Draupne Fm.,19.92745781,1.125064731,1.338886023,1.703913689,108.1671372,12.25000095,65000
1426.804434,VIKING GP.,Draupne Fm.,19.83838654,1.206850171,1.246011972,1.787698984,109.3238373,12.25000095,65000
1426.956434,VIKING GP.,Draupne Fm.,20.55501556,1.168642044,1.062136173,1.845699668,109.2098999,12.25000095,65000
1427.108434,VIKING GP.,Draupne Fm.,21.05071068,1.182715774,1.043174624,1.856774926,110.4361191,12.25000095,65000
1427.260434,VIKING GP.,Draupne Fm.,20.35831261,1.151835203,1.140208244,1.837125659,109.2048416,12.25000095,65000
1427.412434,VIKING GP.,Draupne Fm.,20.90194511,1.140455604,1.194455385,1.822632074,109.006073,12.25000095,65000
1427.564434,VIKING GP.,Draupne Fm.,20.46225929,1.186246753,1.179028511,1.82832408,112.7146301,12.25000095,65000
1427.716434,VIKING GP.,Draupne Fm.,20.23801041,1.181796312,1.096111059,1.801904559,114.0786362,12.25000095,65000
1427.868434,VIKING GP.,Draupne Fm.,20.77830315,1.233964562,1.094777823,1.750727654,112.6768494,12.25000095,65000
1428.020434,VIKING GP.,Draupne Fm.,21.8614769,1.215842128,1.096592188,1.738140583,108.3176727,12.25000095,65000
1428.172434,VIKING GP.,Draupne Fm.,21.2894516,1.115546227,1.090559721,1.752961993,109.3698044,12.25000095,65000
1428.324434,VIKING GP.,Draupne Fm.,20.5102787,1.099154115,1.070819974,1.7912637,110.8102341,12.25000095,65000
1428.476434,VIKING GP.,Draupne Fm.,20.32512856,1.171223402,1.010460377,1.794130921,112.2127457,12.25000095,65000
1428.628434,VIKING GP.,Draupne Fm.,20.90485382,1.143672347,1.033932686,1.809416294,108.793457,12.25000095,65000
1428.780434,VIKING GP.,Draupne Fm.,20.16009331,1.180728555,1.121365905,1.839900017,110.5656052,12.25000095,65000
1428.932434,VIKING GP.,Draupne Fm.,19.99213028,1.189917564,1.23208487,1.884810805,109.9986954,12.25000095,65000
1429.084434,VIKING GP.,Draupne Fm.,20.03902054,1.213472128,1.26576376,1.926431775,110.6397018,12.25000095,65000
1429.236434,VIKING GP.,Draupne Fm.,20.19662285,1.254252553,1.19369483,1.972449541,111.2943726,12.25000095,65000
1429.388434,VIKING GP.,Draupne Fm.,20.5580864,1.24199307,1.13256681,1.975980997,110.785286,12.25000095,65000
1429.540434,VIKING GP.,Draupne Fm.,21.096735,1.228297114,1.150298119,1.951861262,110.4348908,12.25000095,65000
1429.692434,VIKING GP.,Draupne Fm.,21.40122604,1.236702085,1.149796486,1.917893767,111.1305008,12.25000095,65000
1429.844434,VIKING GP.,Draupne Fm.,21.74696541,1.222284198,1.129639983,1.922313333,113.0871582,12.25000095,65000
1429.996434,VIKING GP.,Draupne Fm.,20.87176323,1.216868281,1.101700425,1.936414361,115.3160629,12.25000095,65000
1430.148434,VIKING GP.,Draupne Fm.,21.54776192,1.223417044,1.082025409,1.915908217,115.7714768,12.25000095,65000
1430.300434,VIKING GP.,Draupne Fm.,20.8746891,1.233469248,1.044605494,1.882933974,115.0181732,12.25000095,65000
1430.452434,VIKING GP.,Draupne Fm.,21.1861496,1.22989738,1.000585675,1.86301744,72.53503418,12.25000095,65000
1430.604434,VIKING GP.,Draupne Fm.,20.43132401,1.210016012,0.962712109,1.904215574,61.67150116,12.25000095,65000
1430.756434,VIKING GP.,Draupne Fm.,20.00391769,1.191387773,0.933352172,1.945904732,57.65377808,12.25000095,65000
1430.908434,VIKING GP.,Draupne Fm.,19.71627617,1.190115929,0.914261699,1.96860683,53.63600159,12.25000095,65000
1431.060434,VIKING GP.,Draupne Fm.,19.81626129,1.206272364,0.948871255,1.961034417,49.6407814,12.25000095,65000
1431.212434,VIKING GP.,Draupne Fm.,19.62144089,1.23197937,0.993241012,1.939333439,48.05851364,12.25000095,65000
1431.364434,VIKING GP.,Draupne Fm.,19.40861511,1.261685133,1.044227243,1.915138483,44.27626038,12.25000095,65000
1431.516434,VIKING GP.,Draupne Fm.,20.32424545,1.289586425,1.133543372,1.921669364,45.82517624,12.25000095,65000
1431.668434,VIKING GP.,Draupne Fm.,20.17873192,1.294780493,1.194417119,1.955396771,45.99618149,12.25000095,65000
