DEPTH_MD,GROUP,FORMATION,CALI,RMED,RDEP,RHOB,GR,BS,FORCE_2020_LITHOFACIES_LITHOLOGY
853.3028051,HORDALAND GP.,Utsira Fm.,19.15882301,1.163803339,1.584161878,1.888391376,56.31711578,17.5,65000
853.4548051,HORDALAND GP.,Utsira Fm.,19.14605713,1.147558689,1.578194022,1.827109456,51.75979996,17.5,65000
853.6068051,HORDALAND GP.,Utsira Fm.,19.1353817,1.138462186,1.58089304,1.75906837,53.40588379,17.5,65000
853.7588051,HORDALAND GP.,Utsira Fm.,19.13101769,1.134462833,1.593340039,1.701802731,51.77415085,17.5,65000
853.9108051,HORDALAND GP.,Utsira Fm.,19.13401413,1.141337037,1.607236385,1.680070996,53.9153595,17.5,65000
854.0628051,HORDALAND GP.,Utsira Fm.,19.14054298,1.169738293,1.619368315,1.705661178,49.77493286,17.5,65000
854.2148051,HORDALAND GP.,Utsira Fm.,19.14762306,1.188928723,1.631801009,1.745236397,52.02157211,17.5,65000
854.3668051,HORDALAND GP.,Utsira Fm.,19.15470505,1.193161249,1.64515233,1.776418328,54.87646484,17.5,65000
854.5188051,HORDALAND GP.,Utsira Fm.,19.16064835,1.180049539,1.657350898,1.803301573,53.81804657,17.5,65000
854.6708051,HORDALAND GP.,Utsira Fm.,19.16252899,1.159548283,1.666095972,1.815973878,49.55668259,17.5,65000
854.8228051,HORDALAND GP.,Utsira Fm.,19.15961266,1.130723596,1.670184374,1.800750852,47.09621048,17.5,65000
854.9748051,HORDALAND GP.,Utsira Fm.,19.15657234,1.102509141,1.675328493,1.772582531,47.55539703,17.5,65000
855.1268051,HORDALAND GP.,Utsira Fm.,19.15993881,1.128534079,1.681885839,1.75470376,49.24616242,17.5,65000
855.2788051,HORDALAND GP.,Utsira Fm.,19.17113686,1.170230627,1.688667893,1.752317905,51.86145401,17.5,65000
855.4308051,HORDALAND GP.,Utsira Fm.,19.18593597,1.19956243,1.690400004,1.758121133,54.70557404,17.5,65000
855.5828051,HORDALAND GP.,Utsira Fm.,19.19952011,1.204620123,1.68174243,1.763255835,54.11948395,17.5,65000
855.7348051,HORDALAND GP.,Utsira Fm.,19.20717621,1.213463783,1.659972549,1.760492325,48.35693359,17.5,65000
855.8868051,HORDALAND GP.,Utsira Fm.,19.20532036,1.228260398,1.63250947,1.752635121,44.8157692,17.5,65000
856.0388051,HORDALAND GP.,Utsira Fm.,19.19619179,1.231008649,1.606399894,1.751764655,40.62596512,17.5,65000
856.1908051,HORDALAND GP.,Utsira Fm.,19.18957901,1.212694407,1.587486386,1.764267683,43.30327988,17.5,65030
856.3428051,HORDALAND GP.,Utsira Fm.,19.19445229,1.176944137,1.570930481,1.778515577,43.53159714,17.5,65030
856.4948051,HORDALAND GP.,Utsira Fm.,19.2076664,1.141949177,1.557199836,1.784518123,45.05466461,17.5,65030
856.6468051,HORDALAND GP.,Utsira Fm.,19.21533585,1.116632342,1.540347338,1.78807056,39.54214478,17.5,65030
856.7988051,HORDALAND GP.,Utsira Fm.,19.20842934,1.097024441,1.530238152,1.79334271,37.23739624,17.5,65030
856.9508051,HORDALAND GP.,Utsira Fm.,19.19194603,1.074318409,1.526938677,1.793781996,38.08724213,17.5,65030
857.1028051,HORDALAND GP.,Utsira Fm.,19.17413712,1.054837108,1.527042389,1.793942332,45.72271729,17.5,65030
857.2548051,HORDALAND GP.,Utsira Fm.,19.15587235,1.050511122,1.522464156,1.801951408,50.8563652,17.5,65030
857.4068051,HORDALAND GP.,Utsira Fm.,19.13611794,1.064615488,1.513556838,1.812964201,54.03041077,17.5,65030
857.5588051,HORDALAND GP.,Utsira Fm.,19.11890602,1.07792294,1.501735926,1.817258716,53.09386826,17.5,65000
857.7108051,HORDALAND GP.,Utsira Fm.,19.11089516,1.07076335,1.491179228,1.805042863,53.45516205,17.5,65000
857.8628051,HORDALAND GP.,Utsira Fm.,19.1141243,1.045874715,1.48010397,1.786180019,50.0846405,17.5,65000
858.0148051,HORDALAND GP.,Utsira Fm.,19.12440872,1.024184346,1.466337323,1.777956605,47.65208817,17.5,65000
858.1668051,HORDALAND GP.,Utsira Fm.,19.13732147,1.01247859,1.449031234,1.781143189,44.22573853,17.5,65000
858.3188051,HORDALAND GP.,Utsira Fm.,19.15137863,1.006404519,1.429818153,1.788405061,45.19202423,17.5,65030
858.4708051,HORDALAND GP.,Utsira Fm.,19.16442871,1.002207875,1.411029577,1.795079827,45.89515686,17.5,65030
858.6228051,HORDALAND GP.,Utsira Fm.,19.17160034,1.000312328,1.390515804,1.801538467,45.40618134,17.5,65030
