DEPTH_MD,GROUP,FORMATION,CALI,RMED,RDEP,RHOB,GR,BS,FORCE_2020_LITHOFACIES_LITHOLOGY
1425.335,VIKING GP.,Draupne Fm.,16.25345993,0.723752022,1.125408053,2.230063915,140.0535584,12.25000095,65000
1425.487,VIKING GP.,Draupne Fm.,16.14865494,0.728132963,1.107837558,2.225977421,139.0741425,12.25000095,65000
1425.639,VIKING GP.,Draupne Fm.,16.08823967,0.729608119,1.101032257,2.220009804,138.8280335,12.25000095,65000
1425.791,VIKING GP.,Draupne Fm.,16.04838753,0.726755202,1.101483941,2.209765434,139.5079804,12.25000095,65000
1425.943,VIKING GP.,Draupne Fm.,16.01247215,0.721443176,1.106764078,2.193013668,140.3237152,12.25000095,65000
1426.095,VIKING GP.,Draupne Fm.,15.97483635,0.71823597,1.11542809,2.175184012,140.5923004,12.25000095,65000
1426.247,VIKING GP.,Draupne Fm.,15.97510815,0.719656766,1.12383914,2.163308859,140.3365936,12.25000095,65000
1426.399,VIKING GP.,Draupne Fm.,16.00014305,0.724306405,1.128188014,2.163901568,140.2587433,12.25000095,65000
1426.551,VIKING GP.,Draupne Fm.,16.00645065,0.729128003,1.129522443,2.174288034,140.6517334,12.25000095,65000
1426.703,VIKING GP.,Draupne Fm.,16.00223541,0.732010424,1.130759716,2.18653512,141.2198029,12.25000095,65000
1426.855,VIKING GP.,Draupne Fm.,16.03689766,0.730988324,1.135851145,2.193023443,141.3385468,12.25000095,65000
1427.007,VIKING GP.,Draupne Fm.,16.10854912,0.725124776,1.146327138,2.190274477,140.5502319,12.25000095,65000
1427.159,VIKING GP.,Draupne Fm.,16.17596245,0.717276812,1.159973621,2.18078804,139.785965,12.25000095,65000
1427.311,VIKING GP.,Draupne Fm.,16.21169281,0.712126374,1.172689557,2.171720743,139.9255981,12.25000095,65000
1427.463,VIKING GP.,Draupne Fm.,16.21882248,0.712548792,1.180427194,2.16616559,140.6464386,12.25000095,65000
1427.615,VIKING GP.,Draupne Fm.,16.21844673,0.715408027,1.180779934,2.162063837,140.8222046,12.25000095,65000
1427.767,VIKING GP.,Draupne Fm.,16.21770477,0.71395272,1.174331546,2.155803204,139.5889893,12.25000095,65000
1427.919,VIKING GP.,Draupne Fm.,16.21681786,0.706069768,1.163418055,2.14883399,137.5774384,12.25000095,65000
1428.071,VIKING GP.,Draupne Fm.,16.21567535,0.69592315,1.152964115,2.147181988,135.842804,12.25000095,65000
1428.223,VIKING GP.,Draupne Fm.,16.21371079,0.693776012,1.152487159,2.148013592,135.0011902,12.25000095,65000
1428.375,VIKING GP.,Draupne Fm.,16.20999908,0.704299986,1.165899992,2.106600046,134.1286011,12.25000095,65000
1428.527,VIKING GP.,Draupne Fm.,16.20388222,0.725247204,1.190208793,1.997758389,132.5987854,12.25000095,65000
1428.679,VIKING GP.,Draupne Fm.,16.19624901,0.747816801,1.215291977,1.969817638,130.7874756,12.25000095,65000
1428.831,VIKING GP.,Draupne Fm.,16.18906593,0.765475988,1.233057618,1.940191984,128.931366,12.25000095,65000
1428.983,VIKING GP.,Draupne Fm.,16.18504143,0.776864171,1.241919994,1.928052664,127.4456406,12.25000095,65000
1429.135,VIKING GP.,Draupne Fm.,16.18401527,0.784647882,1.246045589,1.944393873,126.6682663,12.25000095,65000
1429.287,VIKING GP.,Draupne Fm.,16.18431854,0.789162397,1.24805522,1.985774398,126.5361404,12.25000095,65000
1429.439,VIKING GP.,Draupne Fm.,16.18454933,0.790039182,1.249565601,2.021076679,126.0063095,12.25000095,65000
1429.591,VIKING GP.,Draupne Fm.,16.183918,0.788289607,1.252966404,2.032265663,124.0355606,12.25000095,65000
1429.743,VIKING GP.,Draupne Fm.,16.18275452,0.788555205,1.260702491,2.025259256,120.7032623,12.25000095,65000
1429.895,VIKING GP.,Draupne Fm.,16.1824131,0.795848012,1.270576,2.010499954,117.039505,12.25000095,65000
1430.047,VIKING GP.,Draupne Fm.,16.18363953,0.809688807,1.275023222,1.992555261,114.4597244,12.25000095,65000
1430.199,VIKING GP.,Draupne Fm.,16.18605995,0.826225102,1.261953235,1.961452007,113.600708,12.25000095,65000
1430.351,VIKING GP.,Draupne Fm.,16.18845558,0.835662186,1.224590302,1.913810968,114.076561,12.25000095,65000
1430.503,VIKING GP.,Draupne Fm.,16.1902256,0.827431977,1.176626444,1.853503943,115.0540085,12.25000095,65000
1430.655,VIKING GP.,Draupne Fm.,16.19141579,0.802352011,1.134788036,1.788919926,115.7161789,12.25000095,65000
1430.807,VIKING GP.,Draupne Fm.,16.19228172,0.772164822,1.109145522,1.733196735,115.9160538,12.25000095,65000
1430.959,VIKING GP.,Draupne Fm.,16.19209671,0.751137614,1.102064014,1.692783952,116.065094,12.25000095,65000
1431.111,VIKING GP.,Draupne Fm.,16.19056702,0.751207173,1.103942394,1.670901537,116.3858185,12.25000095,65000
1431.263,VIKING GP.,Draupne Fm.,16.18855476,0.768763661,1.102379203,1.671616912,116.3244858,12.25000095,65000
1431.415,VIKING GP.,Draupne Fm.,16.18701172,0.790430784,1.090185642,1.691572309,115.5585938,12.25000095,65000
1431.567,VIKING GP.,Draupne Fm.,16.18629265,0.801304638,1.068410039,1.716607213,115.1378632,12.25000095,65000
1431.719,VIKING GP.,Draupne Fm.,16.1861248,0.792976022,1.047193646,1.734473586,116.425705,12.25000095,65000
1431.871,VIKING GP.,Draupne Fm.,16.18561554,0.776641607,1.037879229,1.737400055,119.4408417,12.25000095,65000
1432.023,VIKING GP.,Draupne Fm.,16.1846695,0.765721619,1.046517611,1.719744086,122.5533142,12.25000095,65000
1432.175,VIKING GP.,Draupne Fm.,16.1840992,0.766080022,1.069380045,1.694400072,124.4032211,12.25000095,65000
1432.327,VIKING GP.,Draupne Fm.,16.18465424,0.778300762,1.09782958,1.674383998,124.7034836,12.25000095,65000
1432.479,VIKING GP.,Draupne Fm.,16.18599701,0.79533118,1.116600752,1.663375974,123.2408981,12.25000095,65000
1432.631,VIKING GP.,Draupne Fm.,16.18712425,0.806011915,1.119501472,1.659839153,121.0631027,12.25000095,65000
1432.783,VIKING GP.,Draupne Fm.,16.18765259,0.800868034,1.111561656,1.662975907,119.8033676,12.25000095,65000
1432.935,VIKING GP.,Draupne Fm.,16.18779945,0.781795979,1.104351997,1.679680109,119.552536,12.25000095,65000
1433.087,VIKING GP.,Draupne Fm.,16.18766022,0.76147759,1.110168815,1.710505605,119.5649262,12.25000095,65000
1433.239,VIKING GP.,Draupne Fm.,16.18759918,0.754272819,1.128895164,1.744918466,119.6937637,12.25000095,65000
1433.391,VIKING GP.,Draupne Fm.,16.18824196,0.7663064,1.151988745,1.764132023,120.5419998,12.25000095,65000
1433.543,VIKING GP.,Draupne Fm.,16.18975067,0.789132774,1.17051208,1.749852777,121.3492203,12.25000095,65000
1433.695,VIKING GP.,Draupne Fm.,16.19208717,0.803637803,1.177735686,1.712683439,121.1147461,12.25000095,65000
1433.847,VIKING GP.,Draupne Fm.,16.19527435,0.79949832,1.177378774,1.669432759,120.5335693,12.25000095,65000
1433.999,VIKING GP.,Draupne Fm.,16.19927406,0.788772702,1.181168079,1.635608673,120.913353,12.25000095,65000
1434.151,VIKING GP.,Draupne Fm.,16.20348167,0.783949614,1.195352793,1.629384041,122.5525665,12.25000095,65000
1434.303,VIKING GP.,Draupne Fm.,16.20616722,0.786808014,1.216259241,1.646095157,124.2422714,12.25000095,65000
1434.455,VIKING GP.,Draupne Fm.,16.20609665,0.786967993,1.232432008,1.671003938,124.2292404,12.25000095,65000
1434.607,VIKING GP.,Draupne Fm.,16.20441628,0.774300814,1.235000849,1.692895174,122.1998062,12.25000095,65000
1434.759,VIKING GP.,Draupne Fm.,16.20341492,0.752075076,1.228288531,1.704264045,118.9779434,12.25000095,65000
1434.911,VIKING GP.,Draupne Fm.,16.20388794,0.726389468,1.217639208,1.701441765,115.9678345,12.25000095,65000
1435.063,VIKING GP.,Draupne Fm.,16.20510483,0.701813936,1.204796672,1.688940764,114.3274002,12.25000095,65000
1435.215,VIKING GP.,Draupne Fm.,16.2060318,0.679123998,1.187883973,1.671239972,114.3119736,12.25000095,65000
1435.367,VIKING GP.,Draupne Fm.,16.20751,0.658181608,1.167781591,1.652860045,115.6133881,12.25000095,65000
1435.519,VIKING GP.,Draupne Fm.,16.21050072,0.640551984,1.147383213,1.638034463,117.31147,12.25000095,65000
1435.671,VIKING GP.,Draupne Fm.,16.21451569,0.628076792,1.128674388,1.625141621,118.3318558,12.25000095,65000
1435.823,VIKING GP.,Draupne Fm.,16.21765137,0.621414363,1.112633586,1.611167193,118.1662293,12.25000095,65000
1435.975,VIKING GP.,Draupne Fm.,16.2188797,0.617839992,1.100639939,1.599339962,116.8292618,12.25000095,65000
1436.127,VIKING GP.,Draupne Fm.,16.22003174,0.613630772,1.093999982,1.598160148,115.0058518,12.25000095,65000
1436.279,VIKING GP.,Draupne Fm.,16.2227726,0.607847154,1.095391989,1.622392058,113.7023544,12.25000095,65000
1436.431,VIKING GP.,Draupne Fm.,16.22576141,0.601683974,1.105510473,1.662865639,113.4636459,12.25000095,65000
1436.583,VIKING GP.,Draupne Fm.,16.2252388,0.597075224,1.123521566,1.708565593,114.3514938,12.25000095,65000
1436.735,VIKING GP.,Draupne Fm.,16.22071648,0.592655957,1.143720031,1.752804041,115.7786102,12.25000095,65000
1436.887,VIKING GP.,Draupne Fm.,16.21491623,0.586008847,1.160755992,1.794454455,117.3290558,12.25000095,65000
1437.039,VIKING GP.,Draupne Fm.,16.21061325,0.577128828,1.173539162,1.833804727,118.8409958,12.25000095,65000
1437.191,VIKING GP.,Draupne Fm.,16.20915222,0.568840623,1.184758425,1.861123323,120.5691147,12.25000095,65000
1437.343,VIKING GP.,Draupne Fm.,16.20972061,0.562973201,1.196793675,1.869218946,122.7010117,12.25000095,65000
1437.495,VIKING GP.,Draupne Fm.,16.21038055,0.558923841,1.209288359,1.858843565,124.7013931,12.25000095,65000
1437.647,VIKING GP.,Draupne Fm.,16.21002388,0.557323217,1.220896006,1.842049599,125.4857025,12.25000095,65000
1437.799,VIKING GP.,Draupne Fm.,16.20845604,0.559899211,1.230448008,1.841951251,124.4980621,12.25000095,65000
1437.951,VIKING GP.,Draupne Fm.,16.20614433,0.568289578,1.235251188,1.865237594,122.1646195,12.25000095,65000
1438.103,VIKING GP.,Draupne Fm.,16.20309258,0.578044772,1.231350422,1.908118367,119.3373032,12.25000095,65000
1438.255,VIKING GP.,Draupne Fm.,16.19794464,0.583819985,1.217556715,1.957874894,117.0581741,12.25000095,65000
