DEPTH_MD,GROUP,FORMATION,CALI,RMED,RDEP,RHOB,GR,BS,FORCE_2020_LITHOFACIES_LITHOLOGY
1199.728305,HORDALAND GP.,Utsira Fm.,,0.810747325,,1.714818478,37.17710877,17.5,65030
1199.880305,HORDALAND GP.,Utsira Fm.,,0.844267309,,1.692339063,42.46186447,17.5,65030
1200.032305,HORDALAND GP.,Utsira Fm.,17.20956039,0.840350092,,1.678298593,47.21115875,16.15475082,65030
1200.184305,HORDALAND GP.,Utsira Fm.,18.2602787,0.872566879,,1.673616171,49.9069252,12.25000095,65030
1200.336305,HORDALAND GP.,Utsira Fm.,18.90756989,0.938908279,,1.679909349,50.97386932,12.25000095,65030
1200.488305,HORDALAND GP.,Utsira Fm.,19.35596657,1.007637501,,1.682153344,52.01041031,12.25000095,65030
1200.640305,HORDALAND GP.,Utsira Fm.,19.74843216,1.042224526,,1.68049109,53.83472443,12.25000095,65030
1200.792305,HORDALAND GP.,Utsira Fm.,20.04030609,1.047912598,1.247464061,1.671498895,54.87556076,12.25000095,65030
1200.944305,HORDALAND GP.,Utsira Fm.,20.18686676,1.048832178,1.255825758,1.653942347,53.64139175,12.25000095,65030
1201.096305,HORDALAND GP.,Utsira Fm.,20.2334652,1.059870362,1.276815534,1.63728869,50.97831345,12.25000095,65030
1201.248305,HORDALAND GP.,Utsira Fm.,20.28640175,1.081687808,1.308322668,1.621415496,49.43277741,12.25000095,65030
1201.400305,HORDALAND GP.,Utsira Fm.,20.45808983,1.111227989,1.350033999,1.613614321,50.56930542,12.25000095,65030
1201.552305,HORDALAND GP.,Utsira Fm.,20.70131493,1.13958776,1.403858304,1.614315867,52.31693268,12.25000095,65030
1201.704305,HORDALAND GP.,Utsira Fm.,20.9029808,1.155991674,1.472380161,1.620669484,52.39945221,12.25000095,65030
1201.856305,HORDALAND GP.,Utsira Fm.,20.97875786,1.156986952,1.547161222,1.632607818,50.77576065,12.25000095,65030
1202.008305,HORDALAND GP.,Utsira Fm.,20.89526749,1.149085045,1.600309849,1.64997685,49.55382156,12.25000095,65030
1202.160305,HORDALAND GP.,Utsira Fm.,20.66429138,1.146026254,1.594348192,1.673129439,50.1190033,12.25000095,65030
1202.312305,HORDALAND GP.,Utsira Fm.,20.31060982,1.151997566,1.544324517,1.695126057,51.45568085,12.25000095,65030
1202.464305,HORDALAND GP.,Utsira Fm.,19.8680439,1.164619803,1.480616093,1.715681315,52.68996811,12.25000095,65030
1202.616305,HORDALAND GP.,Utsira Fm.,19.51832008,1.177565336,1.434579015,1.726784229,53.52792358,12.25000095,65030
1202.768305,HORDALAND GP.,Utsira Fm.,19.50324822,1.186361074,1.427460313,1.728069425,53.62821198,12.25000095,65030
1202.920305,HORDALAND GP.,Utsira Fm.,19.74291039,1.193484306,1.449068427,1.724745154,52.70471191,12.25000095,65030
1203.072305,HORDALAND GP.,Utsira Fm.,19.95122528,1.207887292,1.48921454,1.715697408,51.15450287,12.25000095,65030
1203.224305,HORDALAND GP.,Utsira Fm.,19.91546822,1.241564512,1.529970765,1.721335292,50.01981354,12.25000095,65030
1203.376305,HORDALAND GP.,Utsira Fm.,19.63708496,1.299423575,1.554097295,1.740758538,49.86245346,12.25000095,65030
1203.528305,HORDALAND GP.,Utsira Fm.,19.34361458,1.362516403,1.561518312,1.764867187,50.00062561,12.25000095,65030
1203.680305,HORDALAND GP.,Utsira Fm.,19.20918465,1.392306328,1.574115038,1.793289304,49.60952759,12.25000095,65030
1203.832305,HORDALAND GP.,Utsira Fm.,19.21306419,1.381336689,1.606598377,1.808718085,48.94425964,12.25000095,65030
1203.984305,HORDALAND GP.,Utsira Fm.,19.27532578,1.349820375,1.655833244,1.810730577,48.83249664,12.25000095,65030
1204.136305,HORDALAND GP.,Utsira Fm.,19.33461571,1.326648712,1.701714277,1.807545781,49.67562103,12.25000095,65030
1204.288305,HORDALAND GP.,Utsira Fm.,19.29543304,1.322753072,1.724747539,1.798899651,50.86895752,12.25000095,65030
1204.440305,HORDALAND GP.,Utsira Fm.,19.05539322,1.32905972,1.725836158,1.79410255,51.72307968,12.25000095,65030
1204.592305,HORDALAND GP.,Utsira Fm.,18.60448456,1.33460021,1.713012099,1.794407845,52.28046799,12.25000095,65030
1204.744305,HORDALAND GP.,Utsira Fm.,18.06225967,1.337759256,1.694832087,1.799037695,53.28310776,12.25000095,65030
1204.896305,HORDALAND GP.,Utsira Fm.,17.66870117,1.339396238,1.680115461,1.808843613,55.21503449,12.25000095,65030
1205.048305,HORDALAND GP.,Utsira Fm.,17.50553894,1.335859537,1.67419982,1.817712903,57.28237915,12.25000095,65030
1205.200305,HORDALAND GP.,Utsira Fm.,17.45323372,1.324605227,1.680089712,1.824873328,58.7252388,12.25000095,65030
1205.352305,HORDALAND GP.,Utsira Fm.,17.39148903,1.309681535,1.697319508,1.82936728,59.54550552,12.25000095,65000
1205.504305,HORDALAND GP.,Utsira Fm.,17.29380989,1.298893571,1.71782732,1.831075311,60.01246262,12.25000095,65000
1205.656305,HORDALAND GP.,Utsira Fm.,17.23580742,1.301184058,1.726325393,1.83357811,59.74640656,12.25000095,65000
1205.808305,HORDALAND GP.,Utsira Fm.,17.3252182,1.306646586,1.718157291,1.837655425,58.48300171,12.25000095,65000
1205.960305,HORDALAND GP.,Utsira Fm.,17.63490295,1.308338165,1.694408774,1.838448286,56.72787094,12.25000095,65000
1206.112305,HORDALAND GP.,Utsira Fm.,18.10254288,1.30476892,1.662648678,1.835673571,55.31365967,12.25000095,65000
1206.264305,HORDALAND GP.,Utsira Fm.,18.45267868,1.302758813,1.621897578,1.830021381,54.63463593,12.25000095,65000
1206.416305,HORDALAND GP.,Utsira Fm.,18.41423035,1.309437275,1.565443277,1.820620894,54.62269974,12.25000095,65000
1206.568305,HORDALAND GP.,Utsira Fm.,18.01569557,1.326549172,1.487803459,1.811229587,55.29883575,12.25000095,65000
1206.720305,HORDALAND GP.,Utsira Fm.,17.4401207,1.347427249,1.395358205,1.801843762,56.58633423,12.25000095,65000
1206.872305,HORDALAND GP.,Utsira Fm.,16.88147736,1.356429815,1.305688858,1.788972497,57.8684082,12.25000095,65000
1207.024305,HORDALAND GP.,Utsira Fm.,16.4173584,1.333798289,1.244699836,1.771209717,58.86765289,12.25000095,65000
1207.176305,HORDALAND GP.,Utsira Fm.,15.96036911,1.28263545,1.222900987,1.761139989,60.29159164,12.25000095,65000
1207.328305,HORDALAND GP.,Utsira Fm.,15.42364121,1.240184307,1.239617944,1.764311075,62.29466248,12.25000095,65000
1207.480305,HORDALAND GP.,Utsira Fm.,14.76949978,1.253334403,1.273790598,1.781567097,63.79682922,12.25000095,65000
1207.632305,HORDALAND GP.,Utsira Fm.,14.06256008,1.345955968,1.306540132,1.815890431,63.57279968,12.25000095,65000
1207.784305,HORDALAND GP.,Utsira Fm.,13.48816681,1.487244725,1.338125706,1.853486657,62.0535965,12.25000095,65000
1207.936305,HORDALAND GP.,Utsira Fm.,13.16345024,1.612839818,1.389912248,1.894099951,61.076828,12.25000095,65000
1208.088305,HORDALAND GP.,Utsira Fm.,13.05037594,1.670195341,1.482297063,1.927109003,61.37977982,12.25000095,65000
1208.240305,HORDALAND GP.,Utsira Fm.,13.01826191,1.676291943,1.616302609,1.951188684,62.27658844,12.25000095,65000
1208.392305,HORDALAND GP.,Utsira Fm.,12.95047188,1.676297069,1.758070707,1.96672225,62.20206451,12.25000095,65000
1208.544305,HORDALAND GP.,Utsira Fm.,12.85402393,1.675305367,1.849239945,1.969317913,60.61236954,12.25000095,65000
1208.696305,HORDALAND GP.,Utsira Fm.,12.794034,1.654462099,1.86495769,1.966139436,58.85474014,12.25000095,65000
1208.848305,HORDALAND GP.,Utsira Fm.,12.80096722,1.609057188,1.821607351,1.955193996,58.7559967,12.25000095,65000
1209.000305,HORDALAND GP.,Utsira Fm.,12.83490658,1.555463672,1.752830625,1.94563365,60.87498474,12.25000095,65000
1209.152305,HORDALAND GP.,Utsira Fm.,12.83263969,1.52982533,1.684985399,1.939795494,63.83547592,12.25000095,65000
1209.304305,HORDALAND GP.,Utsira Fm.,12.78169632,1.531239152,1.630168796,1.934590697,65.38100433,12.25000095,65000
1209.456305,HORDALAND GP.,Utsira Fm.,12.70719147,1.5577178,1.592989445,1.930533767,65.05848694,12.25000095,65000
1209.608305,HORDALAND GP.,Utsira Fm.,12.64096451,1.594708681,1.57233727,1.926178813,63.92645645,12.25000095,65000
1209.760305,HORDALAND GP.,Utsira Fm.,12.60492516,1.623262048,1.571234703,1.921456695,63.38471985,12.25000095,65000
1209.912305,HORDALAND GP.,Utsira Fm.,12.60062885,1.636160612,1.585418105,1.919559717,63.86447907,12.25000095,65000
1210.064305,HORDALAND GP.,Utsira Fm.,12.61458492,1.638687253,1.606203914,1.923550844,64.49782562,12.25000095,65000
1210.216305,HORDALAND GP.,Utsira Fm.,12.63442326,1.638680816,1.623848677,1.92890048,64.41236115,12.25000095,65000
1210.368305,HORDALAND GP.,Utsira Fm.,12.64785767,1.641975641,1.631487846,1.936004639,63.14797974,12.25000095,65000
1210.520305,HORDALAND GP.,Utsira Fm.,12.64871979,1.650953293,1.629778504,1.942533135,60.81282425,12.25000095,65000
1210.672305,HORDALAND GP.,Utsira Fm.,12.64269161,1.664384365,1.625062466,1.947407126,58.57684708,12.25000095,65000
1210.824305,HORDALAND GP.,Utsira Fm.,12.63654232,1.673365355,1.621855378,1.950145841,57.54652405,12.25000095,65000
1210.976305,HORDALAND GP.,Utsira Fm.,12.63453865,1.663769245,1.622973919,1.949901104,58.26273727,12.25000095,65000
1211.128305,HORDALAND GP.,Utsira Fm.,12.64753151,1.631731629,1.629596829,1.949592829,60.28154755,12.25000095,65000
1211.280305,HORDALAND GP.,Utsira Fm.,12.69503498,1.59801507,1.637218237,1.949931622,62.45490646,12.25000095,65000
