DEPTH_MD,GROUP,FORMATION,CALI,RMED,RDEP,GR,FORCE_2020_LITHOFACIES_LITHOLOGY
998.5748149,ROGALAND GP.,Sele Fm.,18.48353386,0.30079338,1.007026672,79.71421814,65000
998.7268149,ROGALAND GP.,Sele Fm.,18.375,1.426209688,0.985250056,83.06019592,65000
998.8788149,ROGALAND GP.,Sele Fm.,18.375,1.126119852,0.97580415,82.61767578,65000
999.0308149,ROGALAND GP.,Lista Fm.,18.375,1.36348784,0.977399945,79.81264496,65000
999.1828149,ROGALAND GP.,Lista Fm.,18.4996624,1.605642676,0.987771869,76.44664002,65000
999.3348149,ROGALAND GP.,Lista Fm.,18.73314285,1.659015775,1.007593274,72.45895386,65000
999.4868149,ROGALAND GP.,Lista Fm.,18.87392807,1.748415589,1.033799529,72.87166596,65000
999.6388149,ROGALAND GP.,Lista Fm.,19.0296936,1.824813962,1.095659852,76.33903503,65000
999.7908149,ROGALAND GP.,Lista Fm.,19.07749558,1.866267204,1.156807423,78.1640625,65000
999.9428149,ROGALAND GP.,Lista Fm.,19.2011528,1.883141279,1.282817483,74.37290192,65000
1000.094815,ROGALAND GP.,Lista Fm.,19.31050491,1.801717758,1.450422525,77.38049316,65000
1000.246815,ROGALAND GP.,Lista Fm.,19.4655323,1.696317315,1.448310733,76.94795227,65000
1000.398815,ROGALAND GP.,Lista Fm.,19.71291161,1.640395522,1.373209,81.02636719,65000
1000.550815,ROGALAND GP.,Lista Fm.,19.82523537,1.480567098,1.33332479,75.16053772,65000
1000.702815,ROGALAND GP.,Lista Fm.,19.88879585,1.407640815,1.281995297,73.54329681,65000
1000.854815,ROGALAND GP.,Lista Fm.,19.99655151,1.356595039,1.216871023,69.626091,65000
1001.006815,ROGALAND GP.,Lista Fm.,19.77361107,1.331144214,1.162162781,67.38726807,65000
1001.158815,ROGALAND GP.,Lista Fm.,19.56998062,1.272606492,1.190832377,66.16873932,65000
1001.310815,ROGALAND GP.,Lista Fm.,19.53253174,1.209215522,1.224177003,67.80589294,65000
1001.462815,ROGALAND GP.,Lista Fm.,19.66597366,1.109286308,1.20950377,68.35392761,65000
1001.614815,ROGALAND GP.,Lista Fm.,20.37367821,1.070981264,1.198097467,71.83898163,65000
1001.766815,ROGALAND GP.,Lista Fm.,21.16560364,1.052342296,1.207796454,70.03455353,65000
1001.918815,ROGALAND GP.,Lista Fm.,21.26249313,1.064994097,1.137883782,72.19442749,65000
1002.070815,ROGALAND GP.,Lista Fm.,20.99912643,1.081999302,1.104444385,73.08245087,65000
1002.222815,ROGALAND GP.,Lista Fm.,20.7334137,1.101988435,1.056212783,74.8968277,65000
1002.374815,ROGALAND GP.,Lista Fm.,20.64511108,1.112146258,1.000353217,75.58895111,65000
1002.526815,ROGALAND GP.,Lista Fm.,20.30288506,1.128392339,0.975581765,72.51236725,65000
1002.678815,ROGALAND GP.,Lista Fm.,19.90058899,1.06034255,0.975136995,72.01968384,65000
1002.830815,ROGALAND GP.,Lista Fm.,20.07943535,0.998424351,0.97230351,67.9706192,65000
1002.982815,ROGALAND GP.,Lista Fm.,20.2247963,0.907938778,0.949553013,66.69757843,65000
1003.134815,ROGALAND GP.,Lista Fm.,20.66983986,0.841955781,0.934521854,65.81208801,65000
1003.286815,ROGALAND GP.,Lista Fm.,21.65847778,0.816093206,0.925903678,66.1552887,65000
1003.438815,ROGALAND GP.,Lista Fm.,21.86427498,0.771723867,0.913938165,65.55243683,65000
1003.590815,ROGALAND GP.,Lista Fm.,22.07661057,0.740833283,0.912262797,63.05247498,65000
1003.742815,ROGALAND GP.,Lista Fm.,22.20865059,0.722604513,0.916334689,60.57543182,65000
1003.894815,ROGALAND GP.,Lista Fm.,22.29035378,0.71845156,0.920731127,60.57536316,65000
1004.046815,ROGALAND GP.,Lista Fm.,22.33974457,0.711166024,0.921830773,63.47698975,65000
1004.198815,ROGALAND GP.,Lista Fm.,22.3438015,0.711410821,0.914795399,65.40090942,65000
1004.350815,ROGALAND GP.,Lista Fm.,22.3438015,0.721762598,0.904836476,64.88135529,65000
1004.502815,ROGALAND GP.,Lista Fm.,22.3438015,0.714831293,0.898014069,63.48254013,65000
1004.654815,ROGALAND GP.,Lista Fm.,22.2591095,0.713548601,0.894601047,63.17451096,65000
1004.806815,ROGALAND GP.,Lista Fm.,22.19373703,0.727903545,0.897360742,63.12812424,65000
1004.958815,ROGALAND GP.,Lista Fm.,22.22959518,0.723935068,0.903085411,60.88108444,65000
1005.110815,ROGALAND GP.,Lista Fm.,22.30429077,0.707818031,0.907369137,60.14962387,65000
1005.262815,ROGALAND GP.,Lista Fm.,22.34042931,0.684496701,0.908870697,60.1774025,65000
1005.414815,ROGALAND GP.,Lista Fm.,22.3438015,0.669712544,0.914426506,61.16054153,65000
1005.566815,ROGALAND GP.,Lista Fm.,22.3438015,0.657467961,0.921929479,59.6737175,65000
1005.718815,ROGALAND GP.,Lista Fm.,22.3438015,0.6677773,0.918642163,58.50117874,65000
1005.870815,ROGALAND GP.,Lista Fm.,22.3438015,0.672828138,0.909544289,56.63845825,65000
1006.022815,ROGALAND GP.,Lista Fm.,22.31627464,0.671277463,0.899694204,58.98936462,65000
1006.174815,ROGALAND GP.,Lista Fm.,22.29882431,0.672052085,0.89078486,63.42596817,65000
1006.326815,ROGALAND GP.,Lista Fm.,22.31053352,0.651746929,0.887777031,65.74812317,65000
1006.478815,ROGALAND GP.,Lista Fm.,22.31249809,0.652895629,0.890811384,64.36611176,65000
1006.630815,ROGALAND GP.,Lista Fm.,22.33969307,0.658017516,0.895122469,62.82187271,65000
1006.782815,ROGALAND GP.,Lista Fm.,22.3302021,0.659825921,0.899250984,62.02956009,65000
1006.934815,ROGALAND GP.,Lista Fm.,22.34165764,0.656459928,0.903340101,62.53111267,65000
1007.086815,ROGALAND GP.,Lista Fm.,22.3438015,0.650477111,0.907429218,60.20404816,65000
1007.238815,ROGALAND GP.,Lista Fm.,22.30355644,0.651230454,0.911518335,60.4828682,65000
1007.390815,ROGALAND GP.,Lista Fm.,22.27012634,0.646880448,0.914837539,61.04821014,65000
1007.542815,ROGALAND GP.,Lista Fm.,22.29229546,0.641750634,0.911632896,65.1758728,65000
1007.694815,ROGALAND GP.,Lista Fm.,22.33677483,0.640574932,0.904708803,65.50305176,65000
1007.846815,ROGALAND GP.,Lista Fm.,22.3438015,0.636599958,0.8970716,66.33833313,65000
1007.998815,ROGALAND GP.,Lista Fm.,22.33053017,0.640802443,0.891251147,63.35669327,65000
1008.150815,ROGALAND GP.,Lista Fm.,22.34132958,0.647261083,0.886776865,63.86081314,65000
1008.302815,ROGALAND GP.,Lista Fm.,22.3438015,0.657623291,0.888871789,62.46133041,65000
1008.454815,ROGALAND GP.,Lista Fm.,22.33065605,0.659567475,0.898526371,62.10395432,65000
1008.606815,ROGALAND GP.,Lista Fm.,22.30206108,0.658348084,0.911650896,60.94618988,65000
1008.758815,ROGALAND GP.,Lista Fm.,22.25788117,0.652941823,0.916645527,62.6427269,65000
1008.910815,ROGALAND GP.,Lista Fm.,22.27595711,0.651899993,0.918029308,63.93832016,65000
1009.062815,ROGALAND GP.,Lista Fm.,22.30709076,0.64826268,0.923821271,65.31331635,65000
1009.214815,ROGALAND GP.,Lista Fm.,22.32535362,0.641814411,0.942963183,62.93600082,65000
1009.366815,ROGALAND GP.,Lista Fm.,22.3281002,0.647088647,0.962241292,62.11832809,65000
1009.518815,ROGALAND GP.,Lista Fm.,22.27693367,0.648663759,0.972558856,63.49520493,65000
1009.670815,ROGALAND GP.,Lista Fm.,22.25287056,0.631726563,0.96855098,67.17863464,65000
1009.822815,ROGALAND GP.,Lista Fm.,22.2373066,0.607638836,0.95322293,69.00548554,65000
1009.974815,ROGALAND GP.,Lista Fm.,22.19635773,0.587588728,0.928991973,68.99652863,65000
1010.126815,ROGALAND GP.,Lista Fm.,22.22541618,0.585051,0.912781477,68.02797699,65000
1010.278815,ROGALAND GP.,Lista Fm.,22.3099041,0.581835032,0.930567563,67.25850678,65000
1010.430815,ROGALAND GP.,Lista Fm.,22.34071159,0.595215797,0.961040258,63.61120606,65000
1010.582815,ROGALAND GP.,Lista Fm.,22.3438015,0.666021764,0.982349336,61.17398453,65000
1010.734815,ROGALAND GP.,Lista Fm.,22.31882668,0.72341007,0.993041217,58.83654404,65000
1010.886815,ROGALAND GP.,Lista Fm.,22.22550583,0.751671135,0.995595217,58.8407898,65000
1011.038815,ROGALAND GP.,Lista Fm.,22.19073677,0.720636189,0.997781336,60.85105515,65000
1011.190815,ROGALAND GP.,Lista Fm.,22.1875,0.628363371,1.007067561,67.0456543,65000
1011.342815,ROGALAND GP.,Lista Fm.,22.19978142,0.558122337,1.025537968,79.82953644,65000
1011.494815,ROGALAND GP.,Lista Fm.,22.28892899,0.436359882,1.051867604,87.14105225,65000
1011.646815,ROGALAND GP.,Lista Fm.,22.3369751,0.370610565,1.080809832,95.54512024,65000
1011.798815,ROGALAND GP.,Lista Fm.,22.3438015,0.357327163,1.158345461,96.92935944,65000
1011.950815,ROGALAND GP.,Lista Fm.,22.29524422,0.38537851,1.262949467,100.828743,65000
1012.102815,ROGALAND GP.,Lista Fm.,22.20866776,0.408412397,1.339003086,99.77378082,65000
1012.254815,ROGALAND GP.,Lista Fm.,22.1875,0.427516282,1.415988803,98.16040039,65000
1012.406815,ROGALAND GP.,Lista Fm.,22.1875,0.442128032,1.487593412,97.29823303,65000
1012.558815,ROGALAND GP.,Lista Fm.,22.1875,0.439145684,1.511646867,96.5502243,65000
1012.710815,ROGALAND GP.,Lista Fm.,22.1875,0.441653162,1.540218949,97.61603546,65000
1012.862815,ROGALAND GP.,Lista Fm.,22.22319412,0.446576953,1.595181108,97.57190704,65000
1013.014815,ROGALAND GP.,Lista Fm.,22.30546188,0.459303528,1.711829186,95.96809387,65000
1013.166815,ROGALAND GP.,Lista Fm.,22.31630898,0.455442548,1.913209081,94.17744446,65000
1013.318815,ROGALAND GP.,Lista Fm.,22.26543236,0.438088834,1.953867912,91.72607422,65000
1013.470815,ROGALAND GP.,Lista Fm.,22.23829269,0.422994107,1.894293308,93.73591614,65000
1013.622815,ROGALAND GP.,Lista Fm.,22.30446625,0.398886561,1.842574358,95.65319061,65000
1013.774815,ROGALAND GP.,Lista Fm.,22.33979988,0.379232943,1.831747055,99.12019348,65000
1013.926815,ROGALAND GP.,Lista Fm.,22.3438015,0.370816439,1.819649339,100.6515427,65000
1014.078815,ROGALAND GP.,Lista Fm.,22.29754257,0.366217554,1.784833551,101.6913757,65000
1014.230815,ROGALAND GP.,Lista Fm.,22.26972199,0.364362449,1.723946333,100.3866043,65000
1014.382815,ROGALAND GP.,Lista Fm.,22.26560211,0.364540935,1.673250079,98.29677582,65000
1014.534815,ROGALAND GP.,Lista Fm.,22.23133087,0.369898915,1.68366015,94.50067902,65000
1014.686815,ROGALAND GP.,Lista Fm.,22.19596291,0.373113275,1.776067138,91.85332489,65000
1014.838815,ROGALAND GP.,Lista Fm.,22.21025276,0.377380043,1.877521396,94.71998596,65000
