,0,1,2,3,4,5,6,7,8,9,10,11
0,1652.640467,12.344134331,0.0,1.275498271,1.3560796975999998,2.352021402807151,62.31595993,0.359600693,4.015476365312205,120.2245765558129,0.0,17.5
1,1652.792467,12.719824790999999,0.0,1.2687492371,1.3227021694,2.3293700475125,67.320236206,0.3674509525,3.8511279932626796,120.24036301752477,0.0,17.5
2,1652.944467,13.729044914000001,0.0,1.2664717436,1.3025757074,2.3230207003976804,66.496498108,0.3332217336,4.177536984748968,120.22497620151188,0.0,17.5
3,1653.096467,13.111750602999999,0.0,1.2649302483,1.2984383106,2.322926822819998,64.94731140100001,0.3212458491,4.175999309808471,120.21964455443673,0.0,17.5
4,1653.248467,12.859993935,0.0,1.2808045149,1.3091852665,2.3229564745579645,65.526405334,0.335924685,4.176453344925809,120.22657818021275,0.0,17.5
5,1653.400467,12.893278122,0.0,1.2811388969,1.3157857656,2.328747358009212,63.74433136,0.3427159488,3.914289775786708,120.2197384547044,0.0,17.5
6,1653.552467,14.219920157999999,0.0,1.2853332758,1.3350701332,2.3504016466675286,63.330776215,0.3556562364,4.019980991575968,120.20085416142514,0.0,17.5
7,1653.704467,16.038858414,0.0,1.296205759,1.3597702980000002,2.3228761655878016,64.056907654,0.3506219387,4.175164025152633,120.15242558156883,0.0,17.5
8,1653.856467,18.133026123,0.0,1.2845858335,1.3233158588,2.331931794135273,67.910514832,0.3574005365,3.8932231997052464,118.537506951158,0.0,17.5
9,1654.008467,20.610441208,0.0,1.2514178753,1.2869951725,2.3262321249466273,68.499847412,0.3650963306,3.750677282604792,117.97926442937278,0.0,17.5
10,1654.160467,20.988204956,0.0,1.2297145128,1.2733696699,2.3230626494261073,67.375862122,0.3763582706,4.178333086267859,117.30451202,0.0,17.5
11,1654.312467,19.521207809,0.0,1.2128061056,1.2624714375,2.3229492415103903,64.75502014199999,0.4083301425,4.1765132306094985,118.43132019,0.0,17.5
12,1654.464467,19.371053696,0.0,1.2070838213,1.2444443703,2.3230184592402248,64.966964722,0.3980252445,4.17803405531203,120.15863037,0.0,17.5
13,1654.616467,19.874996185,0.0,1.2087543011,1.251185894,2.323099337491827,64.94059753399999,0.367131114,4.1798934418954135,122.3081665,0.0,17.5
14,1654.768467,20.816804886,0.0,1.2075759172,1.2592220306,2.3272002984489895,63.89566803,0.34954980020000004,3.8825200690563695,122.06397247,0.0,17.5
15,1654.920467,21.091741562,0.0,1.2200284004000002,1.2710732222,2.32720969498847,63.296096802,0.35374927520000005,3.8825903013822116,122.37284088,0.0,17.5
16,1655.072467,21.551967621,0.0,1.2335970402,1.2806087732,2.32299175672476,64.110397339,0.3780176938000001,4.177663121903479,119.90174866,0.0,17.5
17,1655.224467,22.513572693,0.0,1.2379719019,1.275082469,2.328999207751093,62.958786011,0.3833829165,3.908451615037076,118.76217651,0.0,17.5
18,1655.376467,21.131727219000002,0.0,1.2477437258,1.2698911428,2.3289796983348614,62.692062378,0.3879748583,3.9092664910150314,119.67528534,0.0,17.5
19,1655.528467,20.154794693,0.0,1.2655974627,1.302085042,2.351900368191966,61.890724182,0.3842555583,4.015998603715967,118.20049286,0.0,17.5
20,1655.680467,21.89840126,0.0,1.2793337107,1.3410953283,2.3289316371288136,63.414031982,0.3757953942,3.909885443209833,117.68686676,0.0,17.5
21,1655.832467,22.911865234,0.0,1.264759916809461,1.3523975611,2.351797058124335,62.68353653,0.3696464598,4.015589510344691,116.98251343,0.0,17.5
22,1655.984467,23.094974518,0.0,1.2624614940137242,1.3540514708000002,2.353120156760133,61.714042664,0.35136711600000003,4.011950381611204,116.39305115,0.0,17.5
23,1656.136467,21.19118309,0.0,1.2645016027845617,1.3557054996,2.352571053469855,61.748584746999995,0.347307831,4.013964803411157,117.55799103,0.0,17.5
24,1656.288467,21.72205925,0.0,1.2658146678795454,1.3573594093,2.35267841547501,62.022106171000004,0.35922479630000004,4.013446078895413,116.75558472,0.0,17.5
25,1656.440467,23.08246994,0.0,1.2616492307122797,1.3590134382,2.3527744774170873,61.833580016999996,0.3634577692,4.013024184798644,117.08768463,0.0,17.5
