,0,1,2,3,4,5,6,7,8,9,10,11
0,2233.8739755,12.108596802000001,0.0,0.8919777273999999,0.9058133364,2.2646045767845084,86.631866455,0.480970283624537,10.014467845200224,121.43372345,0.0,17.5
1,2234.0259755,12.155840874,0.0,0.8303547501999999,0.8448826670999999,2.264620664715809,86.100631714,0.480957121461189,10.01128080538025,121.46490479,0.0,17.5
2,2234.1779755,12.215875625999999,0.0,0.8608261943000001,0.8664986491,2.2646205972253766,86.253669739,0.4809577428171169,10.011244587509063,121.49608612,0.0,17.5
3,2234.3299755,12.200964928,0.0,0.9196779132,0.9059003592,2.2646100698525293,86.787658691,0.48096723466032587,10.013268328737157,121.52726746,0.0,17.5
4,2234.4819755,12.165108681,0.0,0.9314620495,0.9040877819,2.2645971472998623,87.321647644,0.4809784830432964,10.015774800203113,121.55844879,0.0,17.5
5,2234.6339755,12.185089111,0.0,0.9257409573,0.9048058987,2.2645564131118814,88.532966614,0.48101170636543056,10.023806762265943,121.5896225,0.0,17.5
6,2234.7859755,12.315354347000001,0.0,0.9321852922,0.9229866862,2.2645553661663658,88.613502502,0.4810130509371198,10.023938976449545,121.62080383,0.0,17.5
7,2234.9379755,12.333597183,0.0,0.9386783242,0.9199973941,2.264514266134508,89.59576416,0.481044918542641,10.03213203385102,121.65198517,0.0,17.5
8,2235.0899755,12.318084717,0.0,0.9255789518,0.8956582545999999,2.2644194266408895,91.62956237799999,0.48111232581263563,10.051459962261506,121.6831665,0.0,17.5
9,2235.2419755,12.327330589,0.0,0.9154583812,0.8683680295999999,2.2645729051940524,88.35668182399998,0.4810009558150925,10.02036402818039,121.71434784,0.0,17.5
10,2235.3939755,12.413973808,0.0,0.935533464,0.8984837532,2.264679563204185,84.92916870100001,0.48091044694959106,9.999608828788771,121.74552917,0.0,17.5
11,2235.5459755,12.469809532000001,0.0,0.9572543502,0.9127810597,2.264653734027783,86.30995941200001,0.4809348992976794,10.004476470762352,121.77671051,0.0,17.5
12,2235.6979755,12.474994659000002,0.0,0.9580977559,0.9061772823,2.2587992114976623,93.564727783,0.4805913211301441,10.857085792837516,121.80788422,0.0,17.5
13,2235.8499755,12.480179787,0.0,0.9602133036,0.912519455,2.256383032013306,96.007461548,0.4781683722316022,9.887929576740234,121.83906555,0.0,17.5
14,2236.0019755,12.306163788,0.0,0.9969016314,0.9371273518,2.264463929560076,90.623268127,0.48108541219491274,10.042104214794035,121.87024689,0.0,17.5
15,2236.1539755,12.157331467,0.0,1.0178546906,0.9494517446,2.2645570447022196,88.961242676,0.4810168400879287,10.0233043611763,121.90142822,0.0,17.5
16,2236.3059755,12.159748077,0.0,1.0143643618,0.9422669411,2.256214892969693,96.41758728,0.47554094587323104,8.512182949143915,121.93260956,0.0,17.5
17,2236.4579755,12.232509613,0.0,0.9969208241,0.910926342,2.2297609497896005,104.69052124,0.46558009746813317,10.07376756462703,121.96379089,0.0,17.5
18,2236.6099755,12.233092308,0.0,1.0408636332,0.9441112876,2.2297646189850013,104.29069519,0.4655789983112837,10.07271478486802,121.99497223,0.0,17.5
19,2236.7619755,12.291642189000001,0.0,1.0861887931999998,0.9926272631,2.256295619030273,97.02227783200001,0.47552697388298926,8.468366189479926,122.02614594,0.0,17.5
20,2236.9139755,12.376296997,0.0,1.0706782341,0.9841732383,2.264366593876664,92.10739135700001,0.48115385921733095,10.06193868737869,122.05732727,0.0,17.5
21,2237.0659755,12.350024223,0.0,1.0428173542,0.9538783431,2.2644268130738467,91.087944031,0.4811154451347553,10.049363106723739,122.08850861,0.0,17.5
22,2237.2179755,12.235468864000001,0.0,1.0386792421,0.9383255243,2.2645358134769435,89.488830566,0.48103787066012144,10.02721868182457,122.11968994,0.0,17.5
23,2237.3699755,12.199828148,0.0,1.058262825,0.957006216,2.264661964535107,87.426010132,0.4809358201030793,10.002326255903542,122.15087128,0.0,17.5
24,2237.5219755,12.277087212,0.0,1.102781415,1.0024352074,2.264699103428479,86.68283844,0.48090377070682083,9.995165851688085,122.18205261,0.0,17.5
25,2237.6739755,12.367402077000001,0.0,1.140987277,1.0374965668,2.2646532706944984,87.77005004899998,0.48094539674888165,10.003911894699844,122.21323395,0.0,17.5
26,2237.8259755,12.351761818,0.0,1.1429568529,1.0476349592,2.2645696805828033,89.095916748,0.48101482919266053,10.020267166812166,122.24441528,0.0,17.5
27,2237.9779755,12.395449637999999,0.0,1.1399774551,1.0494225025,2.264673151129699,87.55506134,0.48092960105384264,9.999949621157246,122.27558899,0.0,17.5
28,2238.1299755,12.466407775999999,0.0,1.1378256083,1.0413082837999998,2.2647670223143623,84.661911011,0.4808406578847579,9.982334646954591,122.30677032,0.0,17.5
29,2238.2819755,12.521762848,0.0,1.1312712431,1.0310299397,2.275463148252187,84.198387146,0.48073595527898594,11.194036042107383,122.33795166,0.0,17.5
30,2238.4339755,12.354507446,0.0,1.116774559,1.0060756207,2.2647745363859877,84.768707275,0.4808345552308898,9.980807532704894,122.369133,0.0,17.5
