DEPTH_MD,GROUP,FORMATION,CALI,RMED,RDEP,GR,FORCE_2020_LITHOFACIES_LITHOLOGY
1907,HORDALAND GP.,Grid Fm.,17.41600037,0.648999989,0.787999988,34.04499817,65030
1907.152,HORDALAND GP.,Grid Fm.,17.45187759,0.6442765,0.776121974,35.79346466,65030
1907.304,HORDALAND GP.,Grid Fm.,17.46772957,0.632809341,0.752051294,38.12944794,65030
1907.456,HORDALAND GP.,Grid Fm.,17.46870422,0.616280019,0.723447979,42.35497665,65030
1907.608,HORDALAND GP.,Grid Fm.,17.46540833,0.598039985,0.695127964,48.63327789,65030
1907.76,HORDALAND GP.,Grid Fm.,17.46140099,0.580799997,0.667240024,54.54975891,65030
1907.912,HORDALAND GP.,Grid Fm.,17.47724724,0.563152015,0.640488029,56.95513535,65030
1908.064,HORDALAND GP.,Grid Fm.,17.55673599,0.547344029,0.614759982,55.34476852,65030
1908.216,HORDALAND GP.,Grid Fm.,17.73658371,0.532992005,0.591895998,51.4008255,65030
1908.368,HORDALAND GP.,Grid Fm.,17.96890068,0.52151233,0.572853863,47.3161583,65030
1908.52,HORDALAND GP.,Grid Fm.,18.11857224,0.514356732,0.558552623,44.84046555,65030
1908.672,HORDALAND GP.,Grid Fm.,18.08838463,0.509872019,0.548744023,44.5634613,65030
1908.824,HORDALAND GP.,Grid Fm.,17.91476822,0.507408023,0.54381597,45.90943146,65030
1908.976,HORDALAND GP.,Grid Fm.,17.71733666,0.507000029,0.544615984,47.53434372,65030
1909.128,HORDALAND GP.,Grid Fm.,17.58275223,0.511143982,0.551216006,48.17908859,65030
1909.28,HORDALAND GP.,Grid Fm.,17.52383995,0.518920004,0.562160015,47.2130394,65030
1909.432,HORDALAND GP.,Grid Fm.,17.48570061,0.528644443,0.572188854,45.53105545,65030
1909.584,HORDALAND GP.,Grid Fm.,17.46427727,0.537706375,0.579361677,43.99851608,65030
1909.736,HORDALAND GP.,Grid Fm.,17.48142624,0.54266429,0.582776249,42.96714783,65030
1909.888,HORDALAND GP.,Grid Fm.,17.53751183,0.542791963,0.583208025,42.10849381,65030
1910.04,ROGALAND GP.,Balder Fm.,17.59395981,0.540359974,0.585959971,41.0592804,65030
1910.192,ROGALAND GP.,Balder Fm.,17.60281563,0.538999975,0.590680003,40.08766174,65030
1910.344,ROGALAND GP.,Balder Fm.,17.55715179,0.540503979,0.596008003,39.41604614,65030
1910.496,ROGALAND GP.,Balder Fm.,17.49272728,0.545840025,0.60087204,38.84981537,65030
1910.648,ROGALAND GP.,Balder Fm.,17.46942139,0.552920878,0.602184176,38.04220581,65030
1910.8,ROGALAND GP.,Balder Fm.,17.51623917,0.558602333,0.602999985,37.14138794,65030
1910.952,ROGALAND GP.,Balder Fm.,17.62537575,0.561616004,0.602999985,36.36949539,65030
1911.104,ROGALAND GP.,Balder Fm.,17.80694389,0.561999977,0.604664028,35.72834396,65030
1911.256,ROGALAND GP.,Balder Fm.,18.07146454,0.563048005,0.608143985,35.24671173,65030
1911.408,ROGALAND GP.,Balder Fm.,18.31305504,0.564791977,0.611792028,35.18245697,65030
1911.56,ROGALAND GP.,Balder Fm.,18.39792061,0.569400013,0.615920007,35.61931992,65030
1911.712,ROGALAND GP.,Balder Fm.,18.27633667,0.577567995,0.623567998,36.40833664,65030
1911.864,ROGALAND GP.,Balder Fm.,18.05488968,0.590933323,0.636933327,37.29111099,65030
1912.016,ROGALAND GP.,Balder Fm.,17.88472176,0.611705899,0.65870589,37.95551682,65030
1912.168,ROGALAND GP.,Balder Fm.,17.8109932,0.637911975,0.684911966,38.38627243,65030
1912.32,ROGALAND GP.,Balder Fm.,17.77375984,0.664200008,0.711199999,38.81687927,65030
