DEPTH_MD,GROUP,FORMATION,CALI,RMED,RDEP,GR,FORCE_2020_LITHOFACIES_LITHOLOGY
1650.0877,HORDALAND GP.,Grid Fm.,8.884699822,0.702363014,0.633112252,88.18778992,65000
1650.2397,HORDALAND GP.,Grid Fm.,8.900653839,0.639749587,0.605917752,88.85622406,65000
1650.3917,HORDALAND GP.,Grid Fm.,8.903386116,0.586598456,0.574960411,91.60191345,65000
1650.5437,HORDALAND GP.,Grid Fm.,9.012472153,0.536196649,0.569480658,95.26573181,65000
1650.6957,HORDALAND GP.,Grid Fm.,9.302226067,0.56997931,0.561980844,97.12797546,65000
1650.8477,HORDALAND GP.,Grid Fm.,9.419150353,0.591031849,0.550583124,97.89649963,65000
1650.9997,HORDALAND GP.,Grid Fm.,9.248221397,0.588841498,0.530761838,98.18935394,65000
1651.1517,HORDALAND GP.,Grid Fm.,9.268112183,0.580646932,0.515125513,98.18035889,65000
1651.3037,HORDALAND GP.,Grid Fm.,9.835132599,0.571734011,0.492040515,98.12793732,65000
1651.4557,HORDALAND GP.,Grid Fm.,10.26124954,0.571881771,0.485771507,97.39633942,65000
1651.6077,HORDALAND GP.,Grid Fm.,10.770401,0.587073982,0.500479162,100.3170242,65000
1651.7597,HORDALAND GP.,Grid Fm.,10.92429256,0.605826497,0.512069881,99.98226166,65000
1651.9117,HORDALAND GP.,Grid Fm.,10.52532291,0.58590889,0.516124189,98.7071991,65000
1652.0637,HORDALAND GP.,Grid Fm.,9.802355766,0.531115413,0.512377143,96.13617706,65000
1652.2157,HORDALAND GP.,Grid Fm.,9.47776413,0.511914671,0.50025487,95.80799866,65000
1652.3677,HORDALAND GP.,Grid Fm.,9.597659111,0.512657046,0.490554482,95.68521881,65000
1652.5197,HORDALAND GP.,Grid Fm.,9.418412209,0.503882527,0.488249332,93.50065613,65000
1652.6717,HORDALAND GP.,Grid Fm.,9.170578003,0.497135282,0.509582818,88.69380188,65000
1652.8237,HORDALAND GP.,Grid Fm.,9.033807755,0.580907643,0.577249646,84.22874451,65000
1652.9757,HORDALAND GP.,Grid Fm.,8.908978462,0.752575338,0.662905932,78.45456696,65000
1653.1277,HORDALAND GP.,Grid Fm.,8.696269989,0.926543891,0.742459834,74.49559021,65000
1653.2797,HORDALAND GP.,Grid Fm.,8.625780106,0.85636425,0.73619622,74.75424194,65000
1653.4317,HORDALAND GP.,Grid Fm.,8.884342194,0.734900534,0.679036975,81.87269592,65000
1653.5837,HORDALAND GP.,Grid Fm.,9.336676598,0.635151148,0.563313544,89.30475617,65000
1653.7357,HORDALAND GP.,Grid Fm.,9.527824402,0.573754489,0.516984522,95.0881424,65000
1653.8877,HORDALAND GP.,Grid Fm.,9.566081047,0.570327222,0.527736604,94.72644806,65000
1654.0397,HORDALAND GP.,Grid Fm.,9.276762962,0.60356921,0.54886049,91.42433167,65000
1654.1917,HORDALAND GP.,Grid Fm.,9.138970375,0.606918454,0.56908834,88.12324524,65000
1654.3437,HORDALAND GP.,Grid Fm.,9.06607914,0.606251419,0.583248437,88.11129761,65000
1654.4957,HORDALAND GP.,Grid Fm.,9.162937164,0.638673008,0.587774813,93.58618164,65000
1654.6477,HORDALAND GP.,Grid Fm.,9.321166039,0.662600458,0.588639557,95.55001831,65000
1654.7997,HORDALAND GP.,Grid Fm.,9.504196167,0.637004197,0.589663744,95.35572815,65000
1654.9517,HORDALAND GP.,Grid Fm.,9.757110596,0.621899068,0.59525156,95.80449677,65000
1655.1037,HORDALAND GP.,Grid Fm.,10.06950951,0.642279685,0.602751613,100.4078293,65000
1655.2557,HORDALAND GP.,Grid Fm.,10.12333298,0.656645656,0.617590368,103.398819,65000
1655.4077,HORDALAND GP.,Grid Fm.,10.09815025,0.64302665,0.631266356,105.4178848,65000
1655.5597,HORDALAND GP.,Grid Fm.,9.740377426,0.622929633,0.622675657,105.6181641,65000
1655.7117,HORDALAND GP.,Grid Fm.,9.788257599,0.639689863,0.631684303,107.6545334,65000
1655.8637,HORDALAND GP.,Grid Fm.,9.891830444,0.634048879,0.654531837,104.9064865,65000
1656.0157,HORDALAND GP.,Grid Fm.,10.19524193,0.678018451,0.679434955,97.92404175,65000
1656.1677,HORDALAND GP.,Grid Fm.,9.966956139,0.722760618,0.720906377,92.03128052,65000
1656.3197,HORDALAND GP.,Grid Fm.,9.234127045,0.77440393,0.765320718,91.10247803,65000
1656.4717,HORDALAND GP.,Grid Fm.,9.36492157,0.819793701,0.75769335,92.9599762,65000
1656.6237,HORDALAND GP.,Grid Fm.,9.559835434,0.780393064,0.72046423,92.73375702,65000
1656.7757,HORDALAND GP.,Grid Fm.,9.887940407,0.761384785,0.702293396,90.53929901,65000
1656.9277,HORDALAND GP.,Grid Fm.,10.03069496,0.75332129,0.691577256,91.30554199,65000
1657.0797,HORDALAND GP.,Grid Fm.,9.338505745,0.755490482,0.686652243,93.40209961,65000
1657.2317,HORDALAND GP.,Grid Fm.,9.259319305,0.736694098,0.678726316,96.3110733,65000
1657.3837,HORDALAND GP.,Grid Fm.,9.179617882,0.71411401,0.664915502,99.04753876,65000
1657.5357,HORDALAND GP.,Grid Fm.,9.244112968,0.689674616,0.650689662,101.0366974,65000
1657.6877,HORDALAND GP.,Grid Fm.,9.349477768,0.708147466,0.644455671,103.2055893,65000
1657.8397,HORDALAND GP.,Grid Fm.,9.402841568,0.71144557,0.646390438,102.0884781,65000
1657.9917,HORDALAND GP.,Grid Fm.,9.326534271,0.715765715,0.642221272,104.6195755,65000
1658.1437,HORDALAND GP.,Grid Fm.,9.296661377,0.69829303,0.632106245,110.7504425,65000
1658.2957,HORDALAND GP.,Grid Fm.,9.306994438,0.679390788,0.63205123,124.0954742,65000
1658.4477,HORDALAND GP.,Grid Fm.,9.406367302,0.693679869,0.63684696,148.798233,65000
1658.5997,HORDALAND GP.,Grid Fm.,9.410969734,0.722464025,0.660205066,175.4946442,65000
1658.7517,HORDALAND GP.,Grid Fm.,9.630986214,0.723448217,0.702509522,202.8863678,65000
1658.9037,HORDALAND GP.,Grid Fm.,9.826497078,0.752642572,0.721897364,224.4494629,65000
1659.0557,HORDALAND GP.,Grid Fm.,9.728152275,0.740627229,0.749731302,252.4663391,65000
1659.2077,HORDALAND GP.,Grid Fm.,9.629644394,0.783080638,0.752339959,280.6065369,65000
1659.3597,HORDALAND GP.,Grid Fm.,9.899245262,0.831141055,0.749092519,288.3290405,65000
1659.5117,HORDALAND GP.,Grid Fm.,9.637377739,0.798332155,0.721783578,264.9558106,65000
1659.6637,HORDALAND GP.,Grid Fm.,10.14024735,0.716529429,0.679952383,219.9250336,65000
1659.8157,HORDALAND GP.,Grid Fm.,9.787749291,0.654231191,0.659415543,182.3288422,65000
1659.9677,HORDALAND GP.,Grid Fm.,9.309101105,0.635734081,0.654223263,158.4477692,65000
1660.1197,ROGALAND GP.,Balder Fm.,9.248867989,0.674618363,0.731749117,147.477066,65000
1660.2717,ROGALAND GP.,Balder Fm.,8.944188118,0.747587681,0.840521395,135.6628723,65000
1660.4237,ROGALAND GP.,Balder Fm.,8.444541931,0.998881936,1.019177556,123.6933365,65000
1660.5757,ROGALAND GP.,Balder Fm.,8.148031235,1.21229732,1.138835907,116.2409058,65000
1660.7277,ROGALAND GP.,Balder Fm.,7.846009731,1.255983949,1.100090385,110.809372,65000
1660.8797,ROGALAND GP.,Balder Fm.,7.858193874,1.186338306,1.017835736,107.5155563,65000
1661.0317,ROGALAND GP.,Balder Fm.,7.87125206,1.07555747,0.94817853,100.011055,65000
1661.1837,ROGALAND GP.,Balder Fm.,7.824542046,0.989527047,0.892409205,96.68915558,65000
1661.3357,ROGALAND GP.,Balder Fm.,7.811014652,0.868126094,0.742029548,90.85132599,65000
1661.4877,ROGALAND GP.,Balder Fm.,7.954685688,0.755667806,0.724703133,90.24472809,65000
1661.6397,ROGALAND GP.,Balder Fm.,8.122077942,0.703810871,0.710265338,90.93152618,65000
1661.7917,ROGALAND GP.,Balder Fm.,8.359603882,0.707113147,0.678445756,100.130806,65000
1661.9437,ROGALAND GP.,Balder Fm.,8.712406158,0.721075952,0.674134255,105.8575058,65000
1662.0957,ROGALAND GP.,Balder Fm.,9.221014977,0.747125626,0.682033479,107.1720429,65000
1662.2477,ROGALAND GP.,Balder Fm.,9.32299614,0.719690144,0.672862709,109.1720963,65000
1662.3997,ROGALAND GP.,Balder Fm.,9.330785751,0.715263486,0.662384868,110.3424225,65000
1662.5517,ROGALAND GP.,Balder Fm.,9.20156002,0.7070086,0.651729047,111.0284348,65000
1662.7037,ROGALAND GP.,Balder Fm.,9.424385071,0.703941822,0.645056069,111.3750382,65000
1662.8557,ROGALAND GP.,Balder Fm.,9.448050499,0.700705648,0.67396462,109.6476059,65000
1663.0077,ROGALAND GP.,Balder Fm.,9.021894455,0.742591679,0.747176051,109.1650467,65000
1663.1597,ROGALAND GP.,Balder Fm.,9.016242981,0.839805067,0.861331284,107.4676819,65000
1663.3117,ROGALAND GP.,Balder Fm.,9.027147293,1.02779901,0.893459201,106.4700394,65000
1663.4637,ROGALAND GP.,Balder Fm.,9.06756115,1.087263107,0.916262507,111.1949234,65000
1663.6157,ROGALAND GP.,Balder Fm.,9.021971703,1.025641918,0.873150051,113.8950424,65000
1663.7677,ROGALAND GP.,Balder Fm.,9.015678406,0.875692964,0.753457904,116.4437408,65000
1663.9197,ROGALAND GP.,Balder Fm.,9.016506195,0.802273035,0.684440911,119.8027039,65000
1664.0717,ROGALAND GP.,Balder Fm.,9.011685371,0.747226059,0.668332875,118.741394,65000
1664.2237,ROGALAND GP.,Balder Fm.,8.95341301,0.705682039,0.672323287,122.764183,65000
1664.3757,ROGALAND GP.,Balder Fm.,8.931997299,0.716834724,0.669637501,117.1501617,65000
1664.5277,ROGALAND GP.,Balder Fm.,9.016056061,0.773640573,0.679811716,118.5407181,65000
1664.6797,ROGALAND GP.,Balder Fm.,9.023490906,0.797760129,0.731704295,113.8859787,65000
1664.8317,ROGALAND GP.,Balder Fm.,9.038529396,0.880189419,0.755057454,114.5310364,65000
1664.9837,ROGALAND GP.,Balder Fm.,8.882204056,0.927380741,0.786064625,107.5497818,65000
1665.1357,ROGALAND GP.,Balder Fm.,8.889566422,0.949879646,0.822654784,101.6297989,65000
1665.2877,ROGALAND GP.,Balder Fm.,8.969829559,0.927610457,0.789318919,100.528923,65000
