WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_LITHOLOGY,FORCE_2020_LITHOFACIES_CONFIDENCE
2025/8/7,1003.327115,,,,HORDALAND GP.,Utsira Fm.,12.45533752,,,,,55.28239059,,,,,,17.5,,,-5.044663429,,,,,,65030,1
2025/8/7,1003.479115,,,,HORDALAND GP.,Utsira Fm.,12.45214462,,,,,55.10664368,,,,,,17.5,,,-5.047852993,,,,,,65030,1
2025/8/7,1003.631115,,,,HORDALAND GP.,Utsira Fm.,12.44269753,,,,,55.69779587,,,,,,17.5,,,-5.05729866,,,,,,65030,1
2025/8/7,1003.783115,,,,HORDALAND GP.,Utsira Fm.,12.43055153,,,,,55.18741226,,,,,,17.5,,,-5.06944561,,,,,,65030,1
2025/8/7,1003.935115,,,,HORDALAND GP.,Utsira Fm.,12.42040825,,,,,53.61306381,,,,,,17.5,,,-5.079591274,,,,,,65030,1
2025/8/7,1004.087115,,,,HORDALAND GP.,Utsira Fm.,12.41583633,,,,,52.87319183,,,,,,17.5,,,-5.084163189,,,,,,65030,1
2025/8/7,1004.239115,,,,HORDALAND GP.,Utsira Fm.,12.4188652,,,,,53.19810486,,,,,,17.5,,,-5.081134319,,,,,,65030,1
2025/8/7,1004.391115,,,,HORDALAND GP.,Utsira Fm.,12.42434216,,,,,53.52416611,,,,,,17.5,,,-5.075658798,,,,,,65030,1
2025/8/7,1004.543115,,,,HORDALAND GP.,Utsira Fm.,12.42543888,,,,,54.00421143,,,,,,17.5,,,-5.074559689,,,,,,65030,1
2025/8/7,1004.695115,,,,HORDALAND GP.,Utsira Fm.,12.42267513,,,,,55.0459671,,,,,,17.5,,,-5.077326775,,,,,,65030,1
2025/8/7,1004.847115,,,,HORDALAND GP.,Utsira Fm.,12.41863251,,,,,55.68488312,,,,,,17.5,,,-5.081370831,,,,,,65030,1
2025/8/7,1004.999115,,,,HORDALAND GP.,Utsira Fm.,12.41355133,,,,,55.00580216,,,,,,17.5,,,-5.086448193,,,,,,65030,1
2025/8/7,1005.151115,,,,HORDALAND GP.,Utsira Fm.,12.41002464,,,,,54.41550064,,,,,,17.5,,,-5.089974403,,,,,,65030,1
2025/8/7,1005.303115,,,,HORDALAND GP.,Utsira Fm.,12.41079903,,,,,55.75838089,,,,,,17.5,,,-5.089201927,,,,,,65030,1
2025/8/7,1005.455115,,,,HORDALAND GP.,Utsira Fm.,12.4123106,,,,,57.54606247,,,,,,17.5,,,-5.087688923,,,,,,65030,1
2025/8/7,1005.607115,,,,HORDALAND GP.,Utsira Fm.,12.41033745,,,,,57.63256073,,,,,,17.5,,,-5.089664459,,,,,,65030,1
2025/8/7,1005.759115,,,,HORDALAND GP.,Utsira Fm.,12.40760994,,,,,57.01145554,,,,,,17.5,,,-5.092391491,,,,,,65030,1
2025/8/7,1005.911115,,,,HORDALAND GP.,Utsira Fm.,12.40904808,,,,,56.98252869,,,,,,17.5,,,-5.090952873,,,,,,65030,1
