WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_CONFIDENCE
35/6-2 S,1652.640467,548458.9375,6822722,-1630.597168,SHETLAND GP.,Kyrre Fm.,12.34413433,,1.275498271,1.356079698,,62.31595993,,0.359600693,,,,17.5,28.58140755,,,,,,29.67186737,,65000
35/6-2 S,1652.792467,548458.9375,6822722,-1630.749146,SHETLAND GP.,Kyrre Fm.,12.71982479,,1.268749237,1.322702169,,67.32023621,,0.367450953,,,,17.5,28.72959328,,,,,,30.68569946,,65000
35/6-2 S,1652.944467,548458.9375,6822722,-1630.901123,SHETLAND GP.,Kyrre Fm.,13.72904491,,1.266471744,1.302575707,,66.49649811,,0.333221734,,,,17.5,29.47158241,,,,,,31.69953156,,65000
35/6-2 S,1653.096467,548458.9375,6822722,-1631.053101,SHETLAND GP.,Kyrre Fm.,13.1117506,,1.264930248,1.298438311,,64.9473114,,0.321245849,,,,17.5,30.44329071,,,,,,31.6360321,,65000
35/6-2 S,1653.248467,548458.9375,6822722,-1631.205078,SHETLAND GP.,Kyrre Fm.,12.85999394,,1.280804515,1.309185267,,65.52640533,,0.335924685,,,,17.5,31.60402679,,,,,,31.08327675,,65000
35/6-2 S,1653.400467,548458.9375,6822722,-1631.357178,SHETLAND GP.,Kyrre Fm.,12.89327812,,1.281138897,1.315785766,,63.74433136,,0.342715949,,,,17.5,33.11050797,,,,,,30.48005295,,65000
35/6-2 S,1653.552467,548458.9375,6822722,-1631.509033,SHETLAND GP.,Kyrre Fm.,14.21992016,,1.285333276,1.335070133,,63.33077622,,0.355656236,,,,17.5,32.63741303,,,,,,29.87643242,,65000
35/6-2 S,1653.704467,548458.9375,6822722,-1631.661011,SHETLAND GP.,Kyrre Fm.,16.03885841,,1.296205759,1.359770298,,64.05690765,,0.350621939,,,,17.5,31.46494675,,,0.071110569,,,29.27322769,,65000
35/6-2 S,1653.856467,548458.9375,6822722,-1631.812988,SHETLAND GP.,Kyrre Fm.,18.13302612,,1.284585834,1.323315859,,67.91051483,,0.357400537,,,,17.5,31.40098,,,0.095287912,,,28.66983604,,65000
35/6-2 S,1654.008467,548458.9375,6822722,-1631.964966,SHETLAND GP.,Kyrre Fm.,20.61044121,,1.251417875,1.286995173,,68.49984741,,0.365096331,,,,17.5,32.26484299,,,0.134571418,,,28.53928375,,65000
35/6-2 S,1654.160467,548458.9375,6822722,-1632.117065,SHETLAND GP.,Kyrre Fm.,20.98820496,,1.229714513,1.27336967,,67.37586212,,0.376358271,,117.304512,,17.5,33.24219513,283.484375,,0.173048884,,,29.65168953,,65000
35/6-2 S,1654.312467,548458.9375,6822722,-1632.269043,SHETLAND GP.,Kyrre Fm.,19.52120781,,1.212806106,1.262471438,,64.75502014,,0.408330143,,118.4313202,,17.5,31.56244278,279.0137024,,0.197588071,,,31.1215229,,65000
35/6-2 S,1654.464467,548458.9375,6822722,-1632.421021,SHETLAND GP.,Kyrre Fm.,19.3710537,,1.207083821,1.24444437,,64.96696472,,0.398025245,,120.1586304,,17.5,31.12864304,276.5831299,,0.199718684,,,32.59135437,,65000
35/6-2 S,1654.616467,548458.9375,6822722,-1632.572998,SHETLAND GP.,Kyrre Fm.,19.87499619,,1.208754301,1.251185894,,64.94059753,,0.367131114,,122.3081665,,17.5,30.44207764,276.9606934,,0.177751169,,,34.06118774,,65000
35/6-2 S,1654.768467,548458.9375,6822722,-1632.724976,SHETLAND GP.,Kyrre Fm.,20.81680489,,1.207575917,1.259222031,,63.89566803,,0.3495498,,122.0639725,,17.5,31.2227726,284.9394226,,0.150963545,,,35.5310173,,65000
35/6-2 S,1654.920467,548458.9375,6822722,-1632.876953,SHETLAND GP.,Kyrre Fm.,21.09174156,,1.2200284,1.271073222,,63.2960968,,0.353749275,,122.3728409,,17.5,31.53561401,291.170929,,0.130086511,,,37.00085068,,65000
35/6-2 S,1655.072467,548458.9375,6822722,-1633.029053,SHETLAND GP.,Kyrre Fm.,21.55196762,,1.23359704,1.280608773,,64.11039734,,0.378017694,,119.9017487,,17.5,30.94213677,285.6708984,,0.116791152,,,36.77122116,,65000
35/6-2 S,1655.224467,548458.9375,6822722,-1633.180908,SHETLAND GP.,Kyrre Fm.,22.51357269,,1.237971902,1.275082469,,62.95878601,,0.383382917,,118.7621765,,17.5,30.33929443,283.200592,,0.119293392,,,35.34054565,,65000
35/6-2 S,1655.376467,548458.9375,6822722,-1633.332886,SHETLAND GP.,Kyrre Fm.,21.13172722,,1.247743726,1.269891143,,62.69206238,,0.387974858,,119.6752853,,17.5,29.83366585,283.1010742,,0.143564448,,,33.6963768,,65000
35/6-2 S,1655.528467,548458.9375,6822722,-1633.484863,SHETLAND GP.,Kyrre Fm.,20.15479469,,1.265597463,1.302085042,,61.89072418,,0.384255558,,118.2004929,,17.5,28.80566979,274.7464294,,0.165906578,,,32.05128098,,65000
35/6-2 S,1655.680467,548458.9375,6822722,-1633.636841,SHETLAND GP.,Kyrre Fm.,21.89840126,,1.279333711,1.341095328,,63.41403198,,0.375795394,,117.6868668,,17.5,28.09576416,269.1876526,,0.17902641,,,30.40712547,,65000
35/6-2 S,1655.832467,548458.9375,6822722,-1633.78894,SHETLAND GP.,Kyrre Fm.,22.91186523,,,1.352397561,,62.68353653,,0.36964646,,116.9825134,,17.5,27.98292923,271.9396973,,0.181566894,,,28.76275253,,65000
35/6-2 S,1655.984467,548458.9375,6822722,-1633.940918,SHETLAND GP.,Kyrre Fm.,23.09497452,,,1.354051471,,61.71404266,,0.351367116,,116.3930512,,17.5,28.9285984,269.6038818,,0.179673553,,,27.4762249,,65000
35/6-2 S,1656.136467,548458.9375,6822722,-1634.092896,SHETLAND GP.,Kyrre Fm.,21.19118309,,,1.3557055,,61.74858475,,0.347307831,,117.557991,,17.5,29.5510006,268.6160584,,0.173411131,,,27.97075081,,65000
35/6-2 S,1656.288467,548458.9375,6822722,-1634.244873,SHETLAND GP.,Kyrre Fm.,21.72205925,,,1.357359409,,62.02210617,,0.359224796,,116.7555847,,17.5,29.66830635,269.2780762,,0.16305995,,,29.107687,,65000
35/6-2 S,1656.440467,548458.9375,6822722,-1634.396851,SHETLAND GP.,Kyrre Fm.,23.08246994,,,1.359013438,,61.83358002,,0.363457769,,117.0876846,,17.5,28.65210533,264.1366577,,0.177295849,,,30.24466705,,65000
35/6-2 S,1656.592467,548458.9375,6822722,-1634.548828,SHETLAND GP.,Kyrre Fm.,22.88959122,,,1.360667467,,62.42088318,,0.380692899,,117.6013565,,17.5,30.1073246,265.8548889,,0.197157055,,,31.38160324,,65000
35/6-2 S,1656.744467,548458.9375,6822722,-1634.700806,SHETLAND GP.,Kyrre Fm.,22.48486328,,,1.362321377,,60.81151962,,0.388858855,,116.2214432,,17.5,30.81259728,272.1122742,,0.195270374,,,32.51858139,,65000
35/6-2 S,1656.896467,548458.9375,6822722,-1634.852783,SHETLAND GP.,Kyrre Fm.,22.69173431,,,1.363975287,,60.8951149,,0.388948292,,115.8789902,,17.5,31.20956802,270.6064148,,0.17534779,,,33.65499497,,65000
35/6-2 S,1657.048467,548458.9375,6822722,-1635.004761,SHETLAND GP.,Kyrre Fm.,23.1428566,,,1.365629196,,61.12171173,,0.387959302,,116.2341309,,17.5,32.31570053,273.7711792,,0.17135267,,,34.16233063,,65000
35/6-2 S,1657.200467,548458.9375,6822722,-1635.156738,SHETLAND GP.,Kyrre Fm.,22.09127808,,,1.367283225,,63.27821732,,0.402818501,,117.9954147,,17.5,33.75941086,276.5390015,,0.179611161,,,34.01289749,,65000
35/6-2 S,1657.352467,548458.9375,6822722,-1635.308716,SHETLAND GP.,Kyrre Fm.,21.7185421,,,1.368937135,,62.16777802,,0.422342628,,119.080246,,17.5,34.00965118,280.9892578,,0.170492366,,,33.69681168,,65000
35/6-2 S,1657.504467,548458.9375,6822722,-1635.460815,SHETLAND GP.,Kyrre Fm.,23.18914604,,,1.370591164,,61.46337509,,0.401387692,,118.2470093,,17.5,33.36997604,281.9086914,,0.129716903,,,33.38056183,,65000
35/6-2 S,1657.656467,548458.9375,6822722,-1635.612793,SHETLAND GP.,Kyrre Fm.,23.80570793,,,1.372245073,,61.75135422,,0.373441666,,116.949585,,17.5,32.33145523,285.0984802,,0.10053473,,,33.06447601,,65000
35/6-2 S,1657.808467,548458.9375,6822722,-1635.764771,SHETLAND GP.,Kyrre Fm.,23.55770493,,,1.373899102,,65.87121582,,0.361042112,,116.470459,,17.5,32.89080429,283.3529968,,0.114787713,,,32.74837112,,65000
35/6-2 S,1657.960467,548458.9375,6822722,-1635.916748,SHETLAND GP.,Kyrre Fm.,24.6114521,,,1.375553131,,68.17618561,,0.381723166,,119.5261765,,17.5,31.67974663,286.3657227,,0.144282296,,,32.40642929,,65000
35/6-2 S,1658.112467,548458.9375,6822722,-1636.068726,SHETLAND GP.,Kyrre Fm.,25.08099556,,,1.377207041,,68.65040588,,0.411407471,,119.5952148,,17.5,30.65974999,283.9738464,,0.15366824,,,31.61115837,,65000
