WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_CONFIDENCE
1935/9/8,2536.2856,536236.1875,6794891,-2511.994141,SHETLAND GP.,Kyrre Fm.,,,,2.168647528,,39.21015549,,,,90.53606415,,12.25000095,11.33596134,186.56427,,0.128092691,,,14.35193634,,65000
1935/9/8,2536.4376,536236.1875,6794891,-2512.145996,SHETLAND GP.,Kyrre Fm.,11.65591335,,2.305768251,1.929782033,,41.99263763,,,,90.80951691,,12.25000095,10.46630001,188.4742279,,0.12371964,,2.93252945,13.38975334,,65000
1935/9/8,2536.5896,536236.1875,6794891,-2512.298096,SHETLAND GP.,Kyrre Fm.,11.91069698,,2.281344414,1.844180346,,41.25960159,,,,91.64910889,,12.25000095,10.04887104,191.1123047,,0.111286044,,2.907170534,12.42819977,,65000
1935/9/8,2536.7416,536236.1875,6794891,-2512.450195,SHETLAND GP.,Kyrre Fm.,12.05836487,,2.30952549,1.783952236,,40.83355331,,,,92.72655487,,12.25000095,9.839873314,194.1487885,,0.094069026,,2.531652689,11.46614647,,65000
1935/9/8,2536.8936,536236.1875,6794891,-2512.602051,SHETLAND GP.,Kyrre Fm.,12.16819191,,2.400634766,1.740117192,,36.24676895,,,,93.83290863,,12.25000095,10.46173859,197.6588593,,0.07661178,,2.583947182,10.50337124,,65000
1935/9/8,2537.0456,536236.1875,6794891,-2512.75415,SHETLAND GP.,Kyrre Fm.,12.27328491,,2.525884867,1.754967332,,34.56028366,,,,94.79232025,,12.25000095,10.797822,201.2422638,,0.059536383,,2.470188141,10.00216961,,65000
1935/9/8,2537.1976,536236.1875,6794891,-2512.906006,SHETLAND GP.,Kyrre Fm.,12.35836601,,2.612628937,1.823029041,,46.30984879,,,,95.40595245,,12.25000095,11.88635731,204.3841858,,0.043627601,,2.499510527,10.42318821,,65000
1935/9/8,2537.3496,536236.1875,6794891,-2513.058105,SHETLAND GP.,Kyrre Fm.,12.40341377,,2.64403224,1.862347364,,47.1003952,,,,95.81009674,,12.25000095,12.46656704,206.9405975,,0.031040769,,2.412593126,10.87862587,,65000
1935/9/8,2537.5016,536236.1875,6794891,-2513.210205,SHETLAND GP.,Kyrre Fm.,12.41312695,,2.660666227,1.906566739,,40.38692856,,,,95.91425324,,12.25000095,12.70932961,208.5251617,,0.021146754,,2.380158424,11.33488655,,65000
1935/9/8,2537.6536,536236.1875,6794891,-2513.362061,SHETLAND GP.,Kyrre Fm.,12.40293121,,2.671492815,1.980392575,,43.29902649,,,,95.88156128,,12.25000095,12.82871532,209.6584015,,0.012130592,,2.546379566,11.79090023,,65000
1935/9/8,2537.8056,536236.1875,6794891,-2513.51416,SHETLAND GP.,Kyrre Fm.,12.38511181,,2.634668827,2.024940729,,49.91312408,,,,95.85177612,,12.25000095,12.52389813,210.4885254,,0.00391082,,2.715807915,12.24718571,,65000
1935/9/8,2537.9576,536236.1875,6794891,-2513.666016,SHETLAND GP.,Kyrre Fm.,12.38051033,,2.515853405,2.018868685,,65.42634583,,,,95.93175507,,12.25000095,12.35298061,210.9964294,,-0.001798313,,2.676236868,12.70263195,,65000
1935/9/8,2538.1096,536236.1875,6794891,-2513.818115,SHETLAND GP.,Kyrre Fm.,12.3895483,,2.406327486,2.008490324,2.448024035,67.47908783,,0.299102992,3.136024952,96.03964996,,12.25000095,12.60736179,210.15065,,-0.00455384,,2.380926848,13.00253391,,65000
1935/9/8,2538.2616,536236.1875,6794891,-2513.970215,SHETLAND GP.,Kyrre Fm.,12.39320755,,2.413004875,2.053469896,2.441939116,66.89403534,,0.246021792,3.125365496,95.81220245,,12.25000095,12.75435448,206.7373505,,-0.004323389,,2.448896647,13.24855328,,65000
1935/9/8,2538.4136,536236.1875,6794891,-2514.12207,SHETLAND GP.,Kyrre Fm.,12.38551045,,2.429485798,2.094810247,2.443760395,63.30285263,,0.197339237,3.097645521,94.66090393,,12.25000095,13.80805016,199.2988434,,-0.002045748,,2.546060801,13.49181557,,65000
1935/9/8,2538.5656,536236.1875,6794891,-2514.27417,SHETLAND GP.,Kyrre Fm.,12.38107109,,2.489063263,2.148285627,2.452413321,53.09498978,,0.172321826,3.023572207,92.24626923,,12.25000095,14.30625248,188.2880402,,0.000625894,,2.585772038,13.73483276,,65000
1935/9/8,2538.7176,536236.1875,6794891,-2514.426025,SHETLAND GP.,Kyrre Fm.,12.38210583,,2.66377449,2.276936293,2.464291334,45.04963303,,0.16716069,3.008530378,88.65032196,,12.25000095,14.24547863,175.6263123,,0.001826472,,2.704277992,13.97807598,,70000
1935/9/8,2538.8696,536236.1875,6794891,-2514.578125,SHETLAND GP.,Kyrre Fm.,12.37931442,,3.066140175,2.616648912,2.477294684,35.13698578,,0.173416287,3.174207687,84.37341309,,12.25000095,13.48968506,163.856308,,0.00143455,,2.661586523,14.22139168,,70000
1935/9/8,2539.0216,536236.1875,6794891,-2514.72998,SHETLAND GP.,Kyrre Fm.,12.37018395,,4.297507763,3.652771473,2.496494293,29.26784706,,0.182164922,3.506453037,80.08929443,,12.25000095,12.7768383,154.1885986,,0.002421508,,2.909926891,14.21359539,,70000
