"WELL","DEPTH_MD","X_LOC","Y_LOC","Z_LOC","GROUP","FORMATION","CALI","RSHA","RMED","RDEP","RHOB","GR","SGR","NPHI","PEF","DTC","SP","BS","ROP","DTS","DCAL","DRHO","MUDWEIGHT","RMIC","ROPA","RXO","FORCE_2020_LITHOFACIES_LITHOLOGY","FORCE_2020_LITHOFACIES_CONFIDENCE"
"34/12-1","3166.9495842","499924.84375","6787701.0","-3142.484375","SHETLAND GP.","Kyrre Fm.","12.36605835",,"2.0316841602","2.0127820969",,"107.72032166",,,,"96.058555603",,"17.5","49.384307861","187.73908997",,,,,"6.9646406174",,"65000","3.0"
"34/12-1","3167.1015842","499924.84375","6787701.0","-3142.636475","SHETLAND GP.","Kyrre Fm.","12.375151634",,"2.0729999542","2.0390000343",,"110.03002167",,,,"96.836730957",,"17.5","49.384307861","188.30018616",,,,,"7.0421261787",,"65000","3.0"
"34/12-1","3167.2535842","499924.84375","6787701.0","-3142.788574","SHETLAND GP.","Kyrre Fm.","12.378000259",,"2.0729999542","2.0390000343",,"112.47138977",,,,"98.972885132",,"17.5","49.384307861","188.68475342",,,,,"7.5392599106",,"65000","3.0"
"34/12-1","3167.4055842","499924.84375","6787701.0","-3142.94043","SHETLAND GP.","Kyrre Fm.","12.377370834",,"2.1074914932","2.0694973469",,"112.00556183",,,,"99.92779541",,"17.5","80.230751038","187.78012085",,,,,"8.0365371704",,"65000","3.0"
"34/12-1","3167.5575842","499924.84375","6787701.0","-3143.092529","SHETLAND GP.","Kyrre Fm.","12.378212929",,"2.263864994","2.2137055397",,"114.84649658",,,,"99.389678955",,"17.5","187.95220947","185.83059692",,,,,"8.5334939957",,"65000","3.0"
"34/12-1","3167.7095842","499924.84375","6787701.0","-3143.244385","SHETLAND GP.","Kyrre Fm.","12.393574715",,"2.2056047916","2.1793701649",,"119.94487762",,,,"97.21862793",,"17.5","178.61936951","182.72575378",,,,,"9.0300245285",,"65000","3.0"
"34/12-1","3167.8615842","499924.84375","6787701.0","-3143.396484","SHETLAND GP.","Kyrre Fm.","12.381386757",,"1.9499000311","1.9047000408",,"120.8972702",,,,"96.065315247",,"17.5","135.47673035","179.63299561",,,,,"9.5274248123",,"65000","3.0"
"34/12-1","3168.0135842","499924.84375","6787701.0","-3143.548828","SHETLAND GP.","Kyrre Fm.","12.364100456",,"1.9453290701","1.8991132975",,"120.86286163",,,,"95.806503296",,"17.5","92.902549744","179.47422791",,,,,"9.9003419876",,"65000","3.0"
"34/12-1","3168.1655842","499924.84375","6787701.0","-3143.700684","SHETLAND GP.","Kyrre Fm.","12.364100456",,"1.919342041","1.8703303337",,"126.40895081",,,,"94.821006775",,"17.5","57.980754852","181.16725159",,,,,"9.6619520187",,"65000","3.0"
"34/12-1","3168.3175842","499924.84375","6787701.0","-3143.852783","SHETLAND GP.","Kyrre Fm.","12.36294651",,"1.8995566368","1.8654608727",,"134.51361084",,,,"95.085906982",,"17.5","34.051403046","182.81404114",,,,,"9.3704080582",,"65000","3.0"
