,0,1,2,3,4,5,6,7,8,9,10,11,FORCE_2020_LITHOFACIES_LITHOLOGY
0,3922.115,11.70925331,1.324989796,1.082776427,1.285955548,2.509740114,80.04612732,0.488282949,0,117.2798386,0,12.25000095,65000
1,3922.267,11.7102356,1.354551554,1.102701783,1.281295776,2.509913683,78.26731873,0.475812316,0,116.6946259,0,12.25000095,65000
2,3922.419,11.7050705,1.378218651,1.096094728,1.251328349,2.500241756,76.293396,0.472047746,0,116.0778961,0,12.25000095,65000
3,3922.571,11.68683338,1.503239393,1.078289747,1.23312211,2.521411657,76.21909332,0.443454683,0,115.5720596,0,12.25000095,65000
4,3922.723,11.70247555,1.622359633,1.06784606,1.216817498,2.495996952,73.65139771,0.473954588,0,115.1571274,0,12.25000095,65000
5,3922.875,11.77127171,1.634692311,1.061050415,1.202744365,2.541715384,71.27945709,0.445513248,0,114.6472855,0,12.25000095,65000
6,3923.027,11.88607693,1.616085887,1.061602116,1.235164642,2.534607649,70.46265411,0.477576852,0,114.1418457,0,12.25000095,65000
7,3923.179,11.97073746,1.629942059,1.050191164,1.285793304,2.529680729,73.9744339,0.45758754,0,113.6326294,0,12.25000095,65000
8,3923.331,11.97238445,1.715577245,0.966735125,1.225726724,2.56278491,70.1388855,0.400151372,0,113.407402,0,12.25000095,65000
9,3923.483,12.03064251,1.816843152,0.913301528,1.183178783,2.595992088,66.60359955,0.438244611,0,113.5266419,0,12.25000095,65000
10,3923.635,12.18977928,1.832910538,1.020184755,1.234463692,2.590810776,66.26596069,0.532346964,0,113.9756088,0,12.25000095,65000
11,3923.787,12.33796692,1.835900068,1.346422553,1.41424346,2.424018383,65.97073364,0.456600428,0,114.6922226,0,12.25000095,65000
12,3923.939,12.36856365,1.862917185,1.635097981,1.565571547,2.407912016,64.17478943,0.367644757,0,115.1311874,0,12.25000095,65000
13,3924.091,12.13305759,1.863714576,1.761491537,1.614454985,2.432648182,68.04510498,0.404125303,0,115.1790848,0,12.25000095,65000
14,3924.243,12.04260349,1.831088066,1.823439956,1.646065831,2.365126371,69.34716797,0.422657967,0,114.7846146,0,12.25000095,65000
15,3924.395,12.02273083,1.790440083,1.836887956,1.669259667,2.471628904,65.89065552,0.407349318,0,114.194603,0,12.25000095,65000
16,3924.547,12.02068043,1.759939551,1.79994905,1.680500031,2.53371644,66.42730713,0.394801498,0,113.6831284,0,12.25000095,65000
17,3924.699,12.02721119,1.731845737,1.756560683,1.678286791,2.45509553,66.65084076,0.479881495,0,113.5028076,0,12.25000095,65000
