,0,1,2,3,4,5,6,7,8,9,10,11,FORCE_2020_LITHOFACIES_LITHOLOGY
0,3166.949584,12.36605835,3.107053472,2.03168416,2.012782097,2.50189611,107.7203217,0.343546062,3.698249119,96.0585556,0,17.5,65000
1,3167.101584,12.37515163,3.100945265,2.072999954,2.039000034,2.50173269,110.0300217,0.343467733,3.740366004,96.83673096,0,17.5,65000
2,3167.253584,12.37800026,3.090616644,2.072999954,2.039000034,2.503844282,112.4713898,0.343439223,3.802497984,98.97288513,0,17.5,65000
3,3167.405584,12.37737083,3.090901174,2.107491493,2.069497347,2.503831239,112.0055618,0.343517884,3.802579514,99.92779541,0,17.5,65000
4,3167.557584,12.37821293,3.081857561,2.263864994,2.21370554,2.50231639,114.8464966,0.343320828,3.724171982,99.38967896,0,17.5,65000
5,3167.709584,12.39357472,3.019197281,2.205604792,2.179370165,2.497341004,119.9448776,0.338226749,3.64195059,97.21862793,0,17.5,65000
6,3167.861584,12.38138676,3.018128011,1.949900031,1.904700041,2.495986403,120.8972702,0.337584864,3.669533997,96.06531525,0,17.5,65000
7,3168.013584,12.36410046,3.018479266,1.94532907,1.899113298,2.495987471,120.8628616,0.337569837,3.669254251,95.8065033,0,17.5,65000
8,3168.165584,12.36410046,2.989947006,1.919342041,1.870330334,2.489140347,126.4089508,0.341469552,3.735925076,94.82100678,0,17.5,65000
9,3168.317584,12.36294651,3.047149846,1.899556637,1.865460873,2.491338067,134.5136108,0.347990993,3.790997042,95.08590698,0,17.5,65000
10,3168.469584,12.35992432,3.070321865,1.891698837,1.881728411,2.491190871,138.6475067,0.345521295,3.751964602,94.08969116,0,17.5,65000
11,3168.621584,12.37450028,3.06809946,1.904822111,1.905911207,2.491398898,135.3302002,0.3480861,3.790328912,95.63431549,0,17.5,65000
12,3168.773584,12.37287331,2.989590608,1.896239877,1.850373507,2.492714462,128.054657,0.343438029,3.833721816,97.74085999,0,17.5,65000
13,3168.925584,12.36570358,2.988235736,1.843600035,1.793599963,2.495046372,124.780838,0.337695843,3.819935119,99.3447113,0,17.5,65000
14,3169.077584,12.37292099,3.016676716,1.845757008,1.799250603,2.496095003,120.7975006,0.338230358,3.672011723,98.10585022,0,17.5,65000
15,3169.229584,12.36305428,3.019047431,1.885260344,1.862070203,2.496135325,120.3111267,0.338185,3.670745777,96.97479248,0,17.5,65000
16,3169.381584,12.35912705,3.098640942,2.045229912,2.034808159,2.503776338,112.7624359,0.34329067,3.800920073,96.64658356,0,17.5,65000
17,3169.533584,12.37150288,3.115914646,2.066499948,2.003799915,2.501828015,106.7885513,0.351684682,3.697946852,96.75597382,0,17.5,65000
18,3169.685584,12.37303066,3.121908653,2.066499948,2.003799915,2.500887756,102.4606323,0.35494737,3.709354666,96.7048645,0,17.5,65000
19,3169.837584,12.36410046,3.110947076,2.066499948,2.003799915,2.501616415,108.9413986,0.343634658,3.73925913,97.46350098,0,17.5,65000
20,3169.989584,12.36410046,3.020365006,2.066662073,2.008841276,2.496088958,120.5502243,0.337519775,3.668866553,95.47563934,0,17.5,65000
21,3170.141584,12.36410046,2.990693176,2.064058542,2.037777424,2.492539638,130.519165,0.347324177,3.833935567,96.61923981,0,17.5,65000
22,3170.293584,12.36500168,2.990744589,2.040299892,2.01609993,2.489005133,128.8556824,0.347022048,3.739755262,94.41903687,0,17.5,65000
23,3170.445584,12.3718977,3.019663924,2.037326098,2.012434006,2.495896263,121.5108185,0.337390346,3.666608424,93.89128876,0,17.5,65000
24,3170.597584,12.37887192,3.086306917,2.000102043,1.972718597,2.502342161,116.0287399,0.343027375,3.723546061,96.99597168,0,17.5,65000
25,3170.749584,12.38244438,2.987821021,1.876748443,1.861537099,2.491355174,123.6058044,0.337613489,3.801553358,97.78297424,0,17.5,65000
26,3170.901584,12.36410046,2.990454434,1.849099994,1.809399962,2.492654918,130.7755585,0.3473411,3.833764225,97.54194641,0,17.5,65000
27,3171.053584,12.36245155,2.989941141,1.833343983,1.793431997,2.494884451,130.3878021,0.344248852,3.820039552,98.59130859,0,17.5,65000
28,3171.205584,12.34876061,2.987337113,1.715138555,1.673673153,2.497897238,123.1054077,0.337672757,3.804489769,98.5884552,0,17.5,65000
29,3171.357584,12.33719349,3.067464383,1.709378481,1.669763804,2.502512204,118.7716141,0.338476153,3.730850572,99.11615753,0,17.5,65000
30,3171.509584,12.32562637,2.987030831,1.670391917,1.643588781,2.498769084,124.1803894,0.337779953,3.776810174,100.5794144,0,17.5,65000
31,3171.661584,12.31828976,2.989053849,1.663265705,1.642233133,2.498614934,129.381134,0.341381837,3.776415623,99.74704742,0,17.5,65000
32,3171.813584,12.34319973,2.990039902,1.807999968,1.821699977,2.497886313,132.6571655,0.33801267,3.728632998,101.5231705,0,17.5,65000
33,3171.965584,12.34531117,2.990509366,1.807999968,1.821699977,2.501420458,134.2704163,0.341816895,3.686258444,102.4453888,0,17.5,65000
34,3172.117584,12.36340904,2.992110863,1.821371794,1.833392978,2.497698712,136.0436249,0.348444439,3.729078794,99.56323242,0,17.5,65000
