,0,1,2,3,4,5,6,7,8,9,10,11,FORCE_2020_LITHOFACIES_LITHOLOGY
0,587.0584034,19.24161148,0.212708324,1031.525757,1.810941458,2.14173714,71.94004822,0.524650686,38.69052036,63.60839844,-25.54098701,0,65000
1,587.2104034,19.24635696,0.202240929,666.5437098,1.793592811,2.196834851,71.24769592,0.524651376,30.47331889,65.75687408,-28.5973568,0,65000
2,587.3624034,19.29179001,0.208492428,739.3460178,1.785538554,2.196452126,70.36027527,0.524651351,30.50594229,65.25907135,-30.46427536,0,65000
3,587.5144034,19.29282379,0.207778633,1006.509949,1.772699714,2.134046837,69.81455994,0.524650694,36.63760391,64.63671875,-31.47876167,0,65000
4,587.6664034,19.26535416,0.197923765,1006.816467,1.768393159,2.148452608,69.56371307,0.524650706,36.61425359,59.88345337,-31.8175869,0,65000
5,587.8184034,19.25190353,0.184213653,254.5066681,1.768275619,2.110257684,69.17047882,0.524651294,39.0191851,55.93880463,-31.873209,0,65000
6,587.9704034,19.26175308,0.172036588,10.60969544,1.753459215,2.159070417,68.24398804,0.52465134,37.44044882,66.15349067,-31.43117332,0,65000
7,588.1224034,19.27738571,0.166272327,23.13375282,1.75670743,2.167024933,67.15574646,0.524651318,35.77698418,66.35878139,-30.59178543,0,65000
8,588.2744034,19.28129959,0.169862971,771.333313,1.782214761,2.098842006,66.2122879,0.524650901,39.05311316,65.45350917,-29.90320206,0,65000
9,588.4264034,19.28129959,0.188841716,1010.138672,1.804360151,2.150444031,65.75936127,0.524650637,36.42135293,63.91882732,-28.74923134,0,65000
10,588.5784034,19.28709412,0.217824191,271.2985535,1.815167427,2.068340265,65.50577545,0.524651262,39.3882361,64.9415806,-27.36223602,0,65000
11,588.7304034,19.28910065,0.230906412,24.77960205,1.815719843,2.164983891,65.61227417,0.52465127,35.84591495,68.82950411,-25.83559036,0,65000
12,588.8824034,19.28334808,0.226948261,22.81428528,1.817338467,2.167808192,65.90891266,0.524651226,35.86941039,70.32282474,-24.15017128,0,65000
13,589.0344034,19.28129959,0.235774279,13.32255745,1.818099976,2.146026933,66.23048401,0.52465125,36.97214384,72.89258998,-22.88883972,0,65000
14,589.1864034,19.28129959,0.254195422,738.9863892,1.81817317,2.103406059,66.53884888,0.52465094,36.56118604,65.53342866,-21.53181076,0,65000
15,589.3384034,19.28129959,0.249867588,1006.630371,1.802729845,2.102158965,66.3857193,0.524650651,38.34767893,63.99990219,-20.31310463,0,65000
16,589.4904034,19.28129959,0.21648559,284.3477173,1.788346529,2.054234449,65.12891388,0.524651226,37.55268292,64.94207794,-19.31575966,0,65000
17,589.6424034,19.28695107,0.187983856,733.2316284,1.785172463,2.070287391,64.24536133,0.524650871,33.66160701,65.51797226,-18.35838509,0,65000
18,589.7944034,19.30036163,0.190712109,1012.245239,1.798771143,2.161854744,64.42546845,0.524650606,32.2247551,63.99445246,-17.73501968,0,65000
