DEPTH_MD,GROUP,FORMATION,CALI,RMED,RDEP,GR,NPHI,BS,ROP,FORCE_2020_LITHOFACIES_LITHOLOGY
2901.678,CROMER KNOLL GP.,Aasgard Fm.,8.561458588,1.81477201,1.852560282,67.48135376,0.522800028,12.25000095,20.38396645,65000
2901.83,CROMER KNOLL GP.,Aasgard Fm.,8.559434891,1.836488009,1.791642666,71.95109558,0.537807226,12.25000095,20.42448616,65000
2901.982,CROMER KNOLL GP.,Aasgard Fm.,8.556720734,1.698583245,1.721695423,77.57384491,0.548257232,12.25000095,20.74958038,65000
2902.134,VIKING GP.,Draupne Fm.,8.556484222,1.453382015,1.682263374,79.46974945,0.554947853,12.25000095,21.37984276,65000
2902.286,VIKING GP.,Draupne Fm.,8.560398102,1.271870852,1.653647661,80.22856903,0.594267368,12.25000095,21.96331215,65000
2902.438,VIKING GP.,Draupne Fm.,8.564399719,1.285326362,1.608464837,80.30255127,0.658703327,12.25000095,23.02614975,65000
2902.59,VIKING GP.,Draupne Fm.,8.564399719,1.354691386,1.583186507,80.19069672,0.65686655,12.25000095,24.38846397,65000
2902.742,VIKING GP.,Draupne Fm.,8.564399719,1.382523775,1.593698263,79.64846802,0.593267322,12.25000095,26.18016243,65000
2902.894,VIKING GP.,Draupne Fm.,8.557220459,1.395579338,1.609662175,79.24059296,0.544626057,12.25000095,27.32002068,65000
2903.046,VIKING GP.,Draupne Fm.,8.554647446,1.417634726,1.598130465,81.63601685,0.5143044,12.25000095,27.53393364,65000
2903.198,VIKING GP.,Draupne Fm.,8.561280251,1.432073712,1.582000017,84.81652832,0.501024187,12.25000095,27.66621018,65000
2903.35,VIKING GP.,Draupne Fm.,8.564399719,1.400440574,1.565987229,87.00764465,0.514844656,12.25000095,27.67646408,65000
2903.502,VIKING GP.,Draupne Fm.,8.564399719,1.367753863,1.555184603,87.99160004,0.531233728,12.25000095,26.5755291,65000
2903.654,VIKING GP.,Draupne Fm.,8.560870171,1.355015516,1.566984534,88.37556458,0.533425868,12.25000095,25.04338646,65000
2903.806,VIKING GP.,Draupne Fm.,8.561209679,1.323319078,1.571842551,89.13945007,0.533252478,12.25000095,23.48716354,65000
2903.958,VIKING GP.,Draupne Fm.,8.564399719,1.261194348,1.556444407,91.76419067,0.538594425,12.25000095,21.99642181,65000
2904.11,VIKING GP.,Draupne Fm.,8.564399719,1.176668286,1.542399287,91.87796783,0.559296131,12.25000095,22.55792046,65000
2904.262,VIKING GP.,Draupne Fm.,8.564399719,1.182197809,1.516695738,92.37188721,0.561701417,12.25000095,24.04501915,65000
2904.414,VIKING GP.,Draupne Fm.,8.564399719,1.220265865,1.562545657,94.57610321,0.574143291,12.25000095,23.20352173,65000
2904.566,VIKING GP.,Draupne Fm.,8.564399719,1.262203693,1.62958777,98.45056915,0.63169378,12.25000095,21.28673935,65000
2904.718,VIKING GP.,Draupne Fm.,8.559879303,1.357402563,1.642680526,102.3703766,0.707552731,12.25000095,20.23036957,65000
2904.87,VIKING GP.,Draupne Fm.,8.56000042,1.599796057,1.706274986,102.5066605,0.698782861,12.25000095,19.77248573,65000
2905.022,VIKING GP.,Draupne Fm.,8.559919357,1.760710716,1.791319132,101.0676193,0.640455723,12.25000095,20.05513954,65000
2905.174,VIKING GP.,Draupne Fm.,8.551096916,1.705857992,1.838081956,96.8197403,0.628435552,12.25000095,20.53831291,65000
2905.326,VIKING GP.,Draupne Fm.,8.551075935,1.554082155,1.767555833,92.37462616,0.618354857,12.25000095,21.01387405,65000
2905.478,VIKING GP.,Draupne Fm.,8.555500031,1.425516844,1.66362524,89.34546661,0.621179938,12.25000095,21.43766213,65000
2905.63,VIKING GP.,Draupne Fm.,8.559885025,1.387900472,1.646483064,87.60578156,0.630858481,12.25000095,21.75541878,65000
2905.782,VIKING GP.,Draupne Fm.,8.555731773,1.305742383,1.649968386,87.53738403,0.642894685,12.25000095,22.18634033,65000
2905.934,VIKING GP.,Draupne Fm.,8.546699524,1.279029727,1.603093743,90.07192993,0.635608256,12.25000095,22.83616638,65000
2906.086,VIKING GP.,Draupne Fm.,8.546699524,1.282532454,1.556373954,91.04334259,0.614199996,12.25000095,22.93000412,65000
2906.238,VIKING GP.,Draupne Fm.,8.550942421,1.239297152,1.55132544,90.0894928,0.639305651,12.25000095,21.85036278,65000
2906.39,VIKING GP.,Draupne Fm.,8.553391457,1.228925705,1.532333493,88.68188477,0.662970424,12.25000095,20.70858192,65000
2906.542,VIKING GP.,Draupne Fm.,8.549005508,1.248827577,1.531612158,90.01461029,0.671465635,12.25000095,19.52335167,65000
2906.694,VIKING GP.,Draupne Fm.,8.550868988,1.25014782,1.5486058,91.90335846,0.671327651,12.25000095,18.89560127,65000
2906.846,VIKING GP.,Draupne Fm.,8.555500031,1.253623486,1.565515876,91.11776733,0.661441743,12.25000095,19.2346592,65000
2906.998,VIKING GP.,Draupne Fm.,8.551370621,1.311380625,1.591950417,91.69467926,0.671020091,12.25000095,19.08786392,65000
2907.15,VIKING GP.,Draupne Fm.,8.546699524,1.382526279,1.612405777,90.93733978,0.658855915,12.25000095,18.65735054,65000
2907.302,VIKING GP.,Draupne Fm.,8.548737526,1.422744989,1.611206532,91.11035156,0.676453829,12.25000095,18.62321854,65000
2907.454,VIKING GP.,Draupne Fm.,8.553127289,1.409764767,1.611237288,90.08052826,0.749207079,12.25000095,18.81474876,65000
2907.606,VIKING GP.,Draupne Fm.,8.551464081,1.339068651,1.605335474,91.01787567,0.792990208,12.25000095,18.35041046,65000
2907.758,VIKING GP.,Draupne Fm.,8.551712036,1.338019729,1.579345226,93.31414795,0.746375382,12.25000095,18.20580292,65000
2907.91,VIKING GP.,Draupne Fm.,8.556704521,1.333601952,1.516047478,97.22148895,0.651246488,12.25000095,19.74180794,65000
2908.062,VIKING GP.,Draupne Fm.,8.555500031,1.236682177,1.450607538,101.9807282,0.606297195,12.25000095,20.31179428,65000
2908.214,VIKING GP.,Draupne Fm.,8.547570229,1.115801334,1.408776641,103.0458679,0.588098645,12.25000095,18.43606377,65000
2908.366,VIKING GP.,Draupne Fm.,8.541760445,1.058630705,1.383736014,99.91259003,0.589149535,12.25000095,16.6943779,65000
2908.518,VIKING GP.,Draupne Fm.,8.548644066,1.127656817,1.412997127,96.84667206,0.597255409,12.25000095,15.70031738,65000
2908.67,VIKING GP.,Draupne Fm.,8.556946755,1.225120306,1.443589211,95.35734558,0.608612776,12.25000095,15.69219303,65000
2908.822,VIKING GP.,Draupne Fm.,8.556658745,1.287459731,1.468412995,92.83773804,0.622502327,12.25000095,18.16479492,65000
2908.974,VIKING GP.,Draupne Fm.,8.554401398,1.265411854,1.495664477,90.4888382,0.636413813,12.25000095,19.76914978,65000
2909.126,VIKING GP.,Draupne Fm.,8.556750298,1.161601067,1.509397507,90.29827881,0.673369527,12.25000095,18.66577911,65000
2909.278,VIKING GP.,Draupne Fm.,8.550475121,1.116708279,1.507291794,95.37921906,0.715588749,12.25000095,18.40780449,65000
2909.43,VIKING GP.,Draupne Fm.,8.54794693,1.194669962,1.560828328,99.50456238,0.717496336,12.25000095,20.44897842,65000
