DEPTH_MD,GROUP,FORMATION,CALI,RMED,RDEP,GR,NPHI,BS,ROP,FORCE_2020_LITHOFACIES_LITHOLOGY
845.4036,VIKING GP.,Draupne Fm.,8.460721016,1.889426231,1.915142059,118.8089905,0.475589484,8.5,194.2585144,65000
845.5556,VIKING GP.,Draupne Fm.,8.393303871,1.865686059,1.866557479,125.0728989,0.479180366,8.5,187.729599,65000
845.7076,VIKING GP.,Draupne Fm.,8.43124485,1.934147716,1.928175688,130.4092712,0.411448747,8.5,176.9831238,65000
845.8596,VIKING GP.,Draupne Fm.,8.450528145,1.944978595,1.94770062,134.3760376,0.424122453,8.5,160.1391449,65000
846.0116,VIKING GP.,Draupne Fm.,8.466500282,1.962549806,1.967161775,134.5414429,0.408050209,8.5,159.2913971,65000
846.1636,VIKING GP.,Draupne Fm.,8.403767586,2.004443646,2.020637989,133.03685,0.412320048,8.5,143.0653229,65000
846.3156,VIKING GP.,Draupne Fm.,8.458844185,1.983072281,1.989635825,133.3095551,0.38465178,8.5,136.0080109,65000
846.4676,VIKING GP.,Draupne Fm.,8.460227013,1.894421816,1.89278841,131.1107025,0.410939932,8.5,131.6416321,65000
846.6196,VIKING GP.,Draupne Fm.,8.425254822,1.89428556,1.893475413,127.0161591,0.434780628,8.5,137.0348206,65000
846.7716,VIKING GP.,Draupne Fm.,8.402544022,1.904870153,1.89576292,124.1272202,0.468003839,8.5,141.0344849,65000
846.9236,VIKING GP.,Draupne Fm.,8.445486069,1.887644291,1.901980043,122.6248322,0.504868984,8.5,145.640213,65000
847.0756,VIKING GP.,Draupne Fm.,8.872202873,1.843387246,1.8451823,123.2267456,0.410433233,8.5,146.660614,65000
847.2276,VIKING GP.,Draupne Fm.,9.064486504,1.855811477,1.867760181,123.6166,0.425704926,8.5,140.0549316,65000
847.3796,VIKING GP.,Draupne Fm.,9.301713944,1.919217825,1.908838868,127.7892532,0.475114644,8.5,139.5307007,65000
847.5316,VIKING GP.,Draupne Fm.,8.96349144,1.939669371,1.937176943,129.0566864,0.523672402,8.5,125.6876755,65000
847.6836,VIKING GP.,Draupne Fm.,8.801129341,1.876792789,1.884739041,127.3478012,0.524366796,8.5,118.1990051,65000
847.8356,VIKING GP.,Draupne Fm.,8.581534386,1.852186441,1.864256382,123.5811234,0.430624902,8.5,112.2888641,65000
847.9876,VIKING GP.,Draupne Fm.,8.487215996,1.854182959,1.857552767,118.6716538,0.398505151,8.5,107.4216843,65000
848.1396,VIKING GP.,Draupne Fm.,8.538824081,1.898267627,1.903998852,117.847496,0.432654738,8.5,105.3863068,65000
848.2916,VIKING GP.,Draupne Fm.,8.339645386,1.85453403,1.867456555,120.631958,0.448459983,8.5,105.1322556,65000
848.4436,VIKING GP.,Draupne Fm.,8.395412445,1.825549722,1.833789825,127.1012421,0.398424059,8.5,105.2519989,65000
848.5956,VIKING GP.,Draupne Fm.,8.456459045,1.821818352,1.824420929,128.9897919,0.433717877,8.5,104.711937,65000
848.7476,VIKING GP.,Draupne Fm.,8.314558029,1.812980533,1.812578321,127.3065414,0.440746427,8.5,107.4399872,65000
848.8996,VIKING GP.,Draupne Fm.,8.293716431,1.795755029,1.800643683,126.9540024,0.448096663,8.5,107.7896881,65000
849.0516,VIKING GP.,Draupne Fm.,8.27447319,1.770439625,1.783557177,128.8700104,0.40557462,8.5,115.3146439,65000
849.2036,VIKING GP.,Draupne Fm.,8.274116516,1.756818652,1.76598084,130.3224182,0.46409294,8.5,122.5319061,65000
849.3556,VIKING GP.,Draupne Fm.,8.300245285,1.760762572,1.762229681,128.4227448,0.466722012,8.5,130.1686859,65000
849.5076,VIKING GP.,Draupne Fm.,8.498023033,1.730911613,1.737985015,127.707222,0.496313125,8.5,133.0754852,65000
849.6596,VIKING GP.,Draupne Fm.,8.508360863,1.7325418,1.73713398,128.6462708,0.450967968,8.5,140.7666626,65000
